Başlık,Metin
erdoğan özeli lider mamoğlunu cumhurbaşkanı,klasik olacak hepimizin aklından geçen fikir dağarcığımızda yerini bulan tespitle yazıya başlayayım özgür özel genel başkandı lider lider dün chp delegeleri tescil özgür özel lider lider yanıtı basit net erdoğan chpnin gidince chpyi kriminalize etmeye çalışınca öcalana ev hapsi vaadiyle demi yanına çekip chpyi marjinal parti ilan etmeye kalkışınca karşısına devasa örgüt kararlı seçmen liderlik genç siyasetçi dikildi özgür özel girdiği sınavdan başarıyla geçti hak liderlik payesini kısa sürede aldı erdoğan özeli lider ddia ediyorum mamoğlunu cumhurbaşkanı önceki günkü yazımda altını çizdim mamoğlu er geç silivriden çıkacak ekrem mamoğlu çıkmayacak cumhurbaşkanı ekrem mamoğlu çıkacak tayyip erdoğan biliyor mamoğlu milletin gönlünde cumhurbaşkanı diyeceksiniz yılların politikacısı rakiplerini bölüp parçalamakta safına katmakta uzman gerçeği görmüyor mamoğlunu oyun dışı bırakmak yaptıklarının ters teptiğinin farkında chpyi kapatmak birbirine düşürmek kurulmak istenen tezgahın chpyi güçlendirdiğini görmüyor saraçhane mitingine katılan 300 gencin tutuklanması yetmiyormuş tecavüzcülerin uyuşturucu müptelalarının koğuşuna atılmalarının yarattığı öfkenin farkında bence erdoğan şeyin farkında 2028 yılına beklese devletin imkanlarını kullansa kaybedeceğini herkesten iyi biliyor niyeti niyeti seçimsiz otokrasi dünyada tür yönetim tarzı liberal demokrasi seçimli demokrasi seçimli otokrasi otokrasi türkiye 1960 1980 arasında olmasa kesintiye uğrasa liberal demokrasiyi yaşadı 12 eylül 1980 askeri darbesi türkiyeyi seçimli demokrasiye geçildi kademe düştük genel başkanların kontrolünde parti yapısı sırtını seçmene liderine dayayan milletvekili yapısı seçim varmış gözüken tayinle rektörlerle üniversitelerin zaptı rap altında tutulması tipik örnek onlarcası sayılabilir 2017 yılındaki referandumla türkiye anayasayı değiştirerek tek adam rejimine geçti seçimli otokrat yönetime yıldır yönetim şeklimiz tek adamın yönettiği parti devleti diyebiliriz şte tek adam seçilemeyeceğini bildiği seçimsiz otokrat rejime geçmek istiyor tbmm başkanının sivil anayasa yapalım ortalıkta gezinip istediğini söylememesinin nedeni mhpnin demlilerle can ciğer kuzu sarması olmasının nedeni anayasa değişikliğinin arasına erdoğanın görev süresini seçimsiz dönem uzatmak birilerinin konuşması lazım itiraz edenlerinin azalması lazım muhalif medyanın sesinin çıkması lazım saraydan yönetilen propaganda makinasının güçlü lazım mücadele iç düşman yaratılması lazım saray deniyor niyeti seçimsiz otokrasiyi
bahçelinin başı göğe erdi,teğmen amirinin ordudan atılmasından söz ediyorum soruyorum kararla mhp genel başkanı bahçelinin başı göğe erdi mhpli milletvekillerinin il başkanlarının ilçe başkanlarının parti üyelerinin mhpye oy veren seçmenlerin başı göğe erdi bahçelinin erdi isabetli karar disiplin kurulunun ihraç kararını alkışlayan siyasetçi diyeceksiniz bahçeli başı göğe eren başkaları mutlaka vardır düğün bayram tetiği çeken bahçeli dönelim günlere ktidarın trolleri kutlamayı hedef aldı teğmenleri atatürke bağlılık yeminini dış güçlerin operasyonu fetönün tezgahı ilan sosyal medyada kampanya yaptılar kampanyaya çıkan akp sözcüsü ömer çelikti çelik aynen hükümete kılıç çekti diyenler vasiyeti diriltmeye çalışıyorlar tsknın geleceği yetiştirilen teğmenlere hakaret kabul edilemez ortalığın sakinleşeceğini trollerin geri adım atacağını düşündük yanıldık çelik nedense ağzını açmadı bahçeli grup toplantısında milletvekillerine hitap ederken soruşturma açılmalıdır haykırdı ktidarın küçük ortağı fiili cumhurbaşkanı yardımcısı milli savunma bakanına genelkurmay başkanına kara kuvvetlere komutanına ordudan atın örtülü talimat verdi 10 erdoğan imam hatipliler günü kutlamasında teğmenleri hedef alarak kılıçları çekiyorsunuz süratle temizlenmesi adımlarımızı atıyoruz noktayı koydu fiili cumhurbaşkanı yardımcısından cumhurbaşkanı atın ordudan atın talimatıydı küçük parantez açayım ktidar koltuğunda oturanların talimatları yargıyı etkileme sayılmıyor yargı disiplin kurulları sözlerini harfiyen uyguluyor parantezi kapattım yüksek disiplin kurulu zirveden talimata çıkamazdı ay evelediler gevelediler sonunda teğmen amiri ordudan attılar merak ediyorum vicdanları rahat sabetli karar onayladığına bahçelinin vicdanı rahat başı göğe erdi disiplinsizliği gerekçe göstererek atatürkün askeriyiz diyenlerin ordudan atılmasına eski genelkurmay başkanı milli savunma bakanı ses çıkarmıyor şimdiki genelkurmay başkanı görmemezlikten belli milli savunma bakanı olmayı bekliyor kararı onaylayan kara kuvvetleri komutanı suskun belli genelkurmay başkanı olma hesabında kısaca koltuk peşinde atatürkün askerleriyiz dedikleri ordudan atılan teğmenler umurlarında görünen görevdeki komutanlar yıllar ettikleri yemine sahip çıkamayacak güçsüzler acizler
mamoğluna yasak erdoğanın b planı,deniliyor ilçe belediyeleri üzerinden çember daraltılıyor eninde sonunda iş mamoğluna uzanacak mamoğlu siyaset dışı bırakılacak bırakın gelişmeleri yakından takip edenleri sokaktaki vatandaşa sorsak alacağımız yanıt belli mamoğluna operasyon çekiliyor erdoğan mamoğluyla yarışa girmek istemiyor yorumlarda haklılık payı bence mamoğluna yasak erdoğanın b planı çare erdoğan bilmiyor görmüyor mamoğlunu oyun dışı bırakırsa chpnin çıkaracağı aday mesela mansur yavaş ipi rahat göğüsler millet mağdur edilenin yanındadır haksızlığa tepki gösterir örnek 2019 stanbul seçimleri mamoğluna yasak gelirse benzer sonuç ortaya çıkabilir stinaf mahkemesi yıldan fazla mamoğlunun ahmak davası karar vermiyor neyi bekliyorlar erdoğanın kafasında plan planı anayasa değişikliğiyle cumhurbaşkanlığında kalıcı başaramazsa mecliste 400 oyu bulamazsa b planını devreye sokacak herhalde istinaf süreçte karar verecek sorulabilir erdoğanın planı şimdiden mamoğluyla uğraşıyor halk üzerindeki etkisini gücünü itibarını kırmak vay be biliyorduk dedirtmek ktidara yakın gazeteciler tv ekranlarında devletin elinde dosya konuşuyor çlerinden sayı verdi 60 soruşturma dosyası belli ankara organize plan üzerinde çalışmış dosyalar hazırlanmış operasyonun düğmesine basması adalet bakan yardımcısı stanbul başsavcılığına getirildi düğmeye bastı haftamı dersiniz 15 günde dersiniz ayda bilemem olacak hele tmsf yasasını çıkarırlarsa belediye iştiraklerine dalacaklar mamoğlunun elini kolunu bağlayacaklar çi boş hukuki temeli gerekçesi tatmin etmeyen yolsuzluk dosyaları havada uçuşacak ktidar medyası saatlerce yayın amaç erdoğanın planı olmazsa b planını devreye sokarken elini güçlendirmek mamoğlu sağlam pabuç değilmiş algısını yaratmak siyasi yasağı vicdanların hoşgörü kabul etmesini sağlamak yıllardır gerçekler çarptırılıyor kurgular gerçekmiş sunuluyor yalanlar doğruymuş anlatılıyor deneyeceklerdir tutar bilemem b planları seçim arifesine mamoğluna rahat
erdoğan seçimsiz kazanmak istiyor,mehmet tezkan erdoğanın mamoğlunu hedef aldığı oyun dışına atmaya çalıştığı tespiti yapılsa bence hedefi hedefi chp muhalefetsiz türkiye istiyor muhalefetsiz türkiyenin yayına hukuksuz türkiyeyi koyarsa muradına erişecek muradı seçimsiz seçimle sarayda kalmak demek demeyin köşede ele aldım kürtlerin ağzına parmak bal çalarak 400 milletvekili anayasa değişikliği yapıp geçici madde koltuğunu sağlamlaştırmak kenan evren modeli anayasa mecliste kabul edildiği an erdoğanın görev süresi uzayacak halka sorulmayacak hesabı yüzden gelene itiraz kitleleri örgütleyen kalmasın istiyor chpyi yolsuzluk soruşturmaları görevden almalarla delik deşik etme niyetinde chp susarsa içine kapanırsa yolsuzluk iddialarına boğulursa gerisi kolay diyeceksiniz tek muhalefet partisi chp havada muhafazakar milletvekillerinin kapağı akpye atma derdinde yüzden haksızlığa hukuksuzluğa sesleri çıkmıyor erdoğan stanbulda ilçe belediyeleri iştirakler ski ett üzerinden chp yolsuzlukların partisi imajı yerleştirmeye çalışacak tmsfye suç gelirini aklayan şirketlere süresince kayyum atama yetkisi veren yasa çıkarmak istiyorlar lk hedef belediye şirketleri suç geliri belirleyecek erdoğan trt dahil propaganda makinasını devreye sokarak chp eşittir yolsuzluk algısı yaratmayı deneyecek soru sormaya cesaret edemeyeceği dava uğruna soru sormayacakları akp döneminin yolsuzlukları gündeme gelmeyecek dünya yolsuzluk endeksinde 50 sıradan 115 sıraya çıkmamız haber yapılmayacak uçağa binenlerin erdoğana çanakkale köprüsündeki yanılma payının 84 sormayacak mühendisler hesap uzmanları güya hesap müteahhit firmaya garanti verelim dediler hesap kitap 84 saptı köprüden geçmesi beklenen araçların 16sı geçti sormadan edemeyeceğim mühendisler hesap uzmanları matematik bilmiyor beceriksiz garanti sayısını siyasetçiler belirledi hal böyleyse siyasetçiler belirlemişse aradaki fark arka kapıdan dolanıp cebine girdi yolsuzluk dolara mal osmangazi köprüsüne 15 miyar dolar ödememiz yolsuzluk kapsamına girmiyor zafer havaalanından ankara garına yap işlet modaliyle verilen ihaleler işler yolsuzluk kokmuyor hazineden çıkan para cebine giriyor şişirilmiş garanti vermenin adı nedir yolsuzluk değilse nedir
halk direndi türkiyeyi rusya yapamadılar,lk 2007 yılında kaleme aldım bugüne defalarca yazdım televizyonlarda dilim döndüğünce izah ettim erdoğan putin istiyor dedim türkiyeyi rusya niyetinde yazdım demek ülkenin kaderinin kişinin dudağı arasında demek tek adam yönetimi demek gelin kuzeye çıkıp neler olmuş bakalım ülkemize döneriz putin iktidarının güçlendirince kurumsal kimliği kurumsal aklı ortadan kaldırdı doğrusu kurum bırakmadı hepsini bağladı ülkede tek akıl putinin aklı sorulmadan danışılmadan izni alınmadan yapılamazdı bilgi beceri liyakatin yerini itaat aldı nisiyatif kullanmak suç kuvvetler ayrılığı ilkesi çöp sepetine atıldı yasama yargı araçsallaştırıldı eleştirel medya sindirildi kremlin medyası oluşturuldu sözünü etmeyen alkışlayan gazeteciler ordusu kuruldu putin zenginlerini yarattı oligarklarını sivil toplum dümdüz edildi muhalefet düşman ilan edildi terörist muamelesi gördü putin rakip olacak tek siyasetçi bırakmadı hapse attı sürgüne yolladı kısaca korku imparatorluğu kurdu nsanlar sesini çıkarmaya haksızlığa itiraz etmeye korkuyor araya gelmeye çekiniyor dönelim ülkemize benzer durumu yaşamıyor muyuz 15 temmuz darbe girişiminden iktidar sırtını ohal yasasına dayayarak rejimi değiştirdi demokrasiden otokrasiye geçtik rusya tek adam rejimiyle yönetilmeye başladık kurum kaldı kural erdoğanın sözü erdoğanın fikri erdoğanın aklı devletin aklı fikri sözü kabul edildi çıkana düşman muamelesi yapıldı kuvvetlerin uyumu altında yasama yargı tek merkezin sözünü dinler hale getirildi yargı siyasallaştırıldı erdoğan medyasını yarattı kremlin medyası saray medyası inşa edildi ülkede yer yerinden oynasa sarayın izni olmadan yayın yapamayan medya düzeni kuruldu günde yaşadıklarımız somut canlı belgesi erdoğan zenginlerini yarattı erdoğan putin kaynak transferi yaparak adamlarını ihya putinin elinde doğalgaz petrol oradan geliri dağıttı erdoğanın elinde imkan yoktu kamu yatırımlarını sattı imtiyazlı imkanlar sağladı vergi aflarıyla kolladı kaynak tükenince fakirden alıp zenginlere vermeye başladı kur korumalı mevduat bunlardan yasal düzenlemelerle otokrat rejimin alt yapısı hazırlandı dezenformasyon yasası sansür yasaları çıkartıldı devlet denetleme kurumuna yargısız infaz hakkı tanındı sivil toplum sindirildi eleştirmek suç örnek tüsi adın başkanının başına gelenler ktidarın uygulamalarını eleştirdikleri hapisle yargılanıyorlar ülkede hafif ceza adli kontrol yurt dışına çıkma yasağı ktidarın otokrat düzeni kalıcı hale getirmesi önünde engel chp mamoğlu erdoğanın rakibi oyun dışına atılırsa chp sindirilip etkisizleştirilirse işlem tamamdı türkiye rusya dikensiz gül bahçesi olacaktı erdoğan rahat rahat ömür boyu saltanatını sürdürecekti evdeki hesap çarşıya uymadı muhalefetin cumhurbaşkanı adayı mamoğlu kolay kolay pes başını öne eğecek kaderine razı olacak değildi ağır iftiralar ağır suçlamalar karşısında geri adım atmadı dik durdu chp genel başkanı chp yönetimi dik durdu halkı mobilize etmeyi başardılar halk burnundan soluyordu baskıcı rejimden bunalmıştı alamıyordu yoksulluğa açlığa mahkum edilmişlerdi gençler geleceklerini göremiyordu milyonlar mutsuzdu rejimin değişmesini istiyorlardı adalet istiyorlardı hakkaniyet istiyorlardı eşitlik istiyorlardı ülkeyi değiştirecek siyasetçiyi bulmuşlardı elle sarılmışlardı kimilerinin sivil darbe yargı darbesi tanımladığı hamle geldi gözünün içine baktıkları umut besledikleri bel bağladıkları adam gözaltına alınmıştı hapse atılıyordu toplumsal patlama toplum adete infilak saraçhane meydanında kişi kurtuluş tek başına beraber hiçbirimiz haykırdı 15 kişi mamoğlu cumhurbaşkanımızdır imza attı saray yönetimine rest çekti demokrasi tarihi muhteşem olaya tanık oluyordu saraçhane meydanında cumhurbaşkanı doğdu ekrem mamoğlu saraçhane meydanında türkiyenin gelecek 20 yılına damgasını vuracak lider çıktı özgür özel saraçhane meydanında dünyanın imrenerek baktığı devasa kitle çıktı demokrasiye sahip çıkan otokrat rejimi kabul etmeyen biat kültürünü reddeden birey olma onurunu taşıyan halk çıktı kale muhalefet alaşağı edilerek türkiye rusyaya çevrilecekti yapamadılar halk izin vermedi saray yönetime merak ediyorum yoklamada 15 kişi mamoğlu sandık konulsa demek 30 40 olacaklar saray sese kulak verecek baskıcı despot yönetimini sürdürecek asıl soru
eyy tüsi ad yavruları,cuma sabahı halk tvdeki programa gidiyorum radyoda ahaberi açtım tüsi adın çıkışı eleştirileri tartışılıyor katılımcılardan stanbuldaydı öteki ankaradan bağlandı birlikte tüsi ada veryansın iktidar neye kızarsa onlarda kızıyor iktidar desibel kızarsa desibel kızıyor tüsi adın evveliyatına gittiler saydırmaya başladılar programı sunan kişi araya girdi öncede benzer açıklamalar yapmışlar 2021 yılında cumhurbaşkanı erdoğan bakın cevap vermişti konuşmayı yayınladı erdoğanın sözleri eyy tüsi ad yavruları tek göreviniz yatırım istihdam büyüme kalkıp hükümete saldırmanın yollarını aramayın bizimle mücadele edemezsiniz cinsinizi cibilliyetinizi iyi biliyoruz neymiş efendim faizleri düşürüyormuşuz beklemeyin müslüman naslar neyi gerektiriyorsa yapmaya devam edeceğim hüküm yorumcular tüsi ad eski türkiye sevdalısı devirler bitti cumhurbaşkanımız hak ettikleri cevabı vermiş mealinde sözler sarf ettiler tüsi adı doğramaya devam ettiler merak ettim tüsi ad 2021 yılında erdoğan sinirlendi baktım tüsi ad demiş erken faiz indirimi oluşan politikaların istikrarsızlık yaratacağına dair görüşlerimizi paylaştık sürecin tlde şiddetli değer kaybı enflasyonda hızlanma yatırımları büyümeyi istihdamı baskılama önemlisi ülke fakirleşmemizle sonuçlanma riskini vurguladık genel kabul görmüş iktisat bilimi kurallarına hızla dönülmesinin açıktır sonuç derseniz gelin atışmaların yapıldığı 2021 yılının aralık ayına gidelim enflasyon ayda 13 arttı altını çiziyorum yılda ayda önceki aralık ayındaki artış imiş önceki 74 2019 tüsi adın fakirleşiriz uyarılarını saldırı ilan erdoğan bildiğini okudu resmi enflasyon 80lere gerçek enflasyon 110lara vurdu fakirleştikçe fakirleştik bırakın eti sebzeye meyveye ulaşamaz hale geldik 2023 mayıs seçiminden erdoğan çark maliye bakanının deyimiyle irrasyonel akıl dışı politikadan vazgeçti 2021 yılında ceza kanununda gerçeğe aykırı bilgiyi alenen yayma suç olsaydı tüsi ad üyeleri mahkum olmuştu not yasa 2022 yılının ekim ayında çıktı haklıymışsınız pardon diyecektik gerçeğe aykırı bilgi olduğuna karar veriyor saray sarayın kurduğu dezenformasyon dairesi erdoğan 2021 yılında tüsi adın uyarısını dinleseydi eyy tüsi ad bağırmasaydı nas kuranı kerimi kalkan yapmasaydı dinin arkasına sığınıp milleti aldatmasaydı hallere düşmeyecektik azından okula giden çocuğumuzun cebine simit alacak para koyabilecektik erdoğanın inadı türkiyeyi 30 geriye götürdü yarı aç yaşayan insanlar ülkesi gelelim bugüne tüsi ad politikacılar iş insanları gazeteciler sorgulanıyor tutuklanıyor teğmenler ordudan ihraç tutukluluk istisna kural haline geldi devlet denetleme kuruluna verilen yetkiler hukuka aykırıdır liyakat hukukun üstünlüğü yargı bağımsızlığı şarttır kayyum atamaları yanlıştır kadın cinayetleri çocuk tacizlerinin sonu gelmiyor eğitim sistemi siyasetin tarikatların etkisinden kurtarılmalıdır suistimal kayırmacılık yaygınlaştı hukukun üstünlüğü oluşmadan ekonomide toplumda iç dış politikada sorunlar çözülemez azınlıkta olsak televizyonlarda gündeme getirdiğimiz konular yargıyı etkilemeye teşebbüs gerçeğe aykırı bilgi gürültü tüsi ad sistem çöktü acı gerçeği iş dünyası adına üst düzeyde vurguladı şahsım adına konuşayım yıldır sistemin çöktüğünü söylüyorum nanmayan 2017 yılının türkiyesine baksın bugünkü türkiyeye cumhurbaşkanlığı hükümet sisteminin bedeli ağır
akp asabi,asabi demek bakalım türk dil kurumunun sözlüğüne agresif sinirli mütecaviz hırçın demek asabiliğin azı çabuk sinirlenen patlamayana asabi deriz hırçınlık yapana bugünlerde asabi der mazur görürüz mazeretli sayarız hal davranış süreklilik kazanırsa asabi damgasını yapıştırırız erdoğanın ruh halini bilmiyorum akpliler asabi akp sözcüleri asabi ekranlara kurulup sarayın görüşünü dillendirmeye çalışanlar asabi saray medyası asabi meclis koltuğunda oturup bugüne sesi çıkmayan akpli vekiller asabi belli birileri asaplarını bozmuş ekrem mamoğlu olabilir özgür özel olabilir bence ikisi birden sağdan yüklendi soldan yüklendi akpyi abandone erdoğan 2003 yılında başbakanlık koltuğuna oturduğu günden ipleri elinde tutuyordu gündemi tek başına belirliyordu gündem belirleme konusunda muhalefet öne çıksa kısa sürede toparlıyordu çarpıcı örnek hatırlatmak istiyorum 2011 yılının 28 aralık günü alarm nedeniyle f 16lar uludere ilçesinin roboski köyü yakınlarında 34 vatandaşımızı katletti ktidarı sarsacak düzeyde hataydı haber kanalları korktular çekindiler günlerce olayı duyurmadılar askerin kararıydı siyasi sorumlusu dönemin başbakanıydı aradan geçmedi erdoğan kürtaj uluderedir kafaları allak bullak kürtajın milleti etmek sinsi plan söyleyerek gündemi değiştirdi uludere unutuldu sabah akşam kürtaj sezaryen tartışılmaya başlandı erdoğanın gücü nandırıcılığını yitirdi 2023 seçimlerinde halka doğruları söylemeyerek halkı aldatarak güven erozyonuna uğradı farkında bilmiyorum bugündür dikiş tutturamıyor akpliler seçmeninden delegesine ilçe yöneticisinden milletvekiline reislerine bakıyorlar reislerinden tık reisleri gündemi türlü lehine çeviremiyor chpnin söylemiyle başa çıkamıyor muhalefeti susturamıyor akpye gönül verenler boykotu kırmak ekmek alarak poz veren bakanların komik durumunu görünce asabileşiyor durum devam sorarsanız seçime diyebilirim özel mamoğlu ikilisi sakin kararlı geniş kitlelerin desteğini alan politikasını sürdürdüğü sürece ktidarın asabi hali geçmeyecek
bul tutukla,mehmet tezkan adalet bakanlığı sık sık yargı reformu paketi açıklıyor sonuncusu geçen ay açıklandı meclise gelmedi onuncuydu 10 yargı paketi geçen hafta erdoğan yargı reformu stratejik belgesini açıkladı önümüzdeki yılın hedeflerini içeriyor beşincisi yargı reformu stratejik belgesi 10 yargı paketi yargı reformu belgesi hedefler yargının bağımsızlığını tarafsızlığını güçlendirmek yargının hesap verebilirliğini saydamlığını artırmak adalete erişebilirliği kolaylaştırmak adil yargılamayı sağlamak sürü madde hedef yerinde nedense yıllardır hedefe türlü ulaşılamıyor tersi hedeften uzaklaşılıyor türkiye geriye gidiyor hukuk devleti olmaktan çıkıyor hukuk kitaplarda kalıyor hayata geçirilemiyor yasa çare tutukluluk uygulama tersi yolu savcının hakimin karşısına düşen düşürülen hapiste buluyor çare çare fetö zamanında yargının içine yerleştirilen uygulama fetöcü savcı hakimler önüne geleni tutuklar delil ararlardı ş ayyuka çıkınca sahte delil üretilmiş belge gizli tanık ifadesiyle tutuklama furyasını sürdürdüler yargı reformlarına hukuk mukuk tanımadılar hukuksuzluğu hukuk yaptılar tutukluluk çare yöntem sahte belge düzenlenmiyor 10 atılan tweet 10 katılınan gösteri 12 13 telefon görüşmesi olmasın gerekçe gösterilerek tutukluluk kararı veriliyor savcıların bağlantı kurdukları netleşmedi yöntem iddianameler ortaya çıkmadı esenyurt belediye başkanı ahmet özer başladı zafer partisi genel başkanı ümit özdağ devam gündemde menajer ayşe barım geziye sanatçı yollamışmış halit ergenç bergüzel korel mehmet günsur nejat şler ceyda düvenci rıza kocaoğlu nehir erdoğan sanatçıların iradeleri talimatla protesto eylemine katılsınlar ayşe barım halit taksime git eyleme katıl boy göster gel demiş olabilir halit ergençte talimat sayıp koşa koşa taksime gitmiş midir sanatçılara sorunun sorulması hakaret radelerinin sorgulanması demek bul tutukla mantığı yargıya yerleşmeye başladığı türkiye hızla irtifa kaybediyor ergenekon döneminin korku imparatorluğu yeniden hortlatılıyor
diploma iptal edilirse halay çekecekler kimler,ktidar kanadında sebebini anlayamadım telaş cumhurbaşkanı adayı önseçimden mamoğlunun diploması iptal edilsin istiyorlar stemekle kalmıyor türlü gücü kullanarak ağır baskı yapıyorlar başsavcılık işi hızlandırın acele edin stanbul üniversitesi yazı yolladı uzun süre baskılara direnen şletme fakültesi dekanı istifa etmek zorunda kaldı başsavcılığın elinizi çabuk tutun anlamına baskısını anlamadım diploma iptal edilir edilmez savcılığı ilgilendiren ortada suç iktidar medyasına bakarsan mamoğluna girne amerikan üniversitesine girip oradan yatay geçişle stanbul üniversitesine geçmesi tezgahmış planlı örgütlü hareketmiş örgütün finansörü kimmiş biliyor musunuz mamoğlunun babası kıbrısta okuması parayı vermiş oha çüş saçmalık demeyin ekranda ciddi ciddi söyleyenler şletme fakültesine diplomanın iptal kararına imza atacak dekan atanabilir dekan işi fakültenin yönetim kurulunu toplayıp iptal kararının onaylanması çaba sarfetmek olacak profesörlere doçentlere baskı yapacaktır dekan hariç profesör doçent doktordan oluşan kişilik yönetim kurulu kararı onaylar zannetmiyorum teslimiyetçi ülke değiliz ktidarın isteğine boyun eğecek yapımız genlerimizde onaylandı diyelim top rektöre geçer rektörün üniversitenin yönetim kurulunu toplayıp kararı nihai hale getirmesi gerekiyor önümüzde iş günü yetişir burası kurumların gücünün azaldığı kuralların ülke kişiye bağlı yönetim tarzı kesin söylemek zor yetişse yetişmese önseçimle diploma krizinin ilgisi chp üyeleri üniversite diplomayı iptal etse 23 martta sandık başına gidecek etmese mamoğlu cumhurbaşkanı adayı sandıktan çıkacak galiba resmen aday olduktan diplomasının iptali kolay önünün kesilmesi zor düşünüyorlar erdoğan rakibini 35 aldığı diplomayı iptal ettirerek saf dışı bırakmaya çalışıyor algısı oluşmasın acele olabilirler resmen aday olmadan işi bitirelim düşüncesiyle sorun işlem temiz yasal görüş bildiren stanbul üniversitesi çark edip diploma iptaline giderse paniklememek karamsarlığa düşmemek lazım işin bölge idare mahkemesi oradan geçerse danıştay aşaması yapabilirle tehlike ellerindeki dava yoğunluğu nedeniyle diploma dosyasını seçime ele almaya bilirler mamoğluna siyasi yasak getiren ahmak davası yıldır istinaf mahkemesinde uygun koşulları bekliyor bilmiyorum diploma dosyasının akıbeti olabilir ktidara yakın yazarlar gazetelerinde televizyonlar iptal ptal sayıklıyorlar iptal eli kulağında yazı söylemleriyle itibarsızlaştırmaya çalışıyorlar suç varmış sunuyorlar akıllarınca kamuoyu oluşturuyorlar mamoğlunun diploması iptal edilirse herhalde stüdyoda halay çekerler ekip isimlerden oluşabilir abdülkadir selvi zafer şahin cem küçük fuat uğur ekip başı olacak mendili sallayacak ahmet hakan reyting yapar ha
mamoğlu kazanırsa iktidar değişmeyecek,başlığı okuyan demek değişecek soracaktır rejim değişecek mesele erdoğanın mamoğlunun geçmesiyle sınırlı devir teslimden ibaret mamoğlu cumhurbaşkanı seçilirse devletin yapısı yeniden kurgulanacak erdoğan 2018 yılında cumhurbaşkanı olunca kararnamelerle yönetim yapısını şekillendirdi saray ağırlıklı yapı kurdu sarayda onlarca başdanışman yüzlerce danışman kişiden oluşan hukuk kurulu eğitim ekonomi sağlık politikaları kurulu alanda kurullar kurulların dışında yatırım ofisi finans ofisi ofisler yapı ülkeyi yönetiyor kararlarda etkili söz tek adamın örnek vermek gerekirse ekonomi konusunda maliye bakanı karar verici merkez bankası kağıt üzerinde varlar tasdik makamı gibiler diyebiliriz söz dinlemeyen kapının önüne konuyor 1982 anayasası evren yapıldıysa 2017 anayasası erdoğan yapıldı anayasa elbisesi erdoğan dikildi birinin anayasa yönetim şamasıyla ülkeyi yönetmesi zor imkansız sebeple mamoğlu kazanırsa iktidar el değiştirmeyecek rejimde değişecek diyorum yüzden mamoğlunun yolculuğu hayli meşakkatli olacak tahmin edilenden fazla değişime bürokrasi direnecek yargının iktidara yakın kanadı direnecek dare direnecek valiler kaymakamlar güvenlik bürokrasisi direnecek akpnin zenginleri direnecek oligarklar direnecek medya direnecek televizyonların 90i akpnin kontrolünde troller direnecek keyfi kaçanlar rahatı bozulanlar direnecek rejim değişikliği kurumları sarstıysa kuralları değiştirdiyse değişimde benzeri olacak direncin baskının dozu seçime yaklaştıkça artacak şundan eminim iktidarın değişmesini ülkenin beka meselesi haline getirecekler değişim isteyenleri hain terörist damgalayacaklar bilir bilelim değişim sihirli sözcüktür insanları büyüler peşinden sürükler zorludur sabır kararlılık özveri ister
mesele pkknın silah bırakmasıyla sınırlı,taraflar ağzında geveliyor ağzındaki baklayı çıkarmıyor hukuki güvence yasal çerçeve siyasal hukuki boyut anayasal güvence kavramlar dillerden dökülüyor anlama geldiği demek istendiği kastedildiği söylenmiyor karşılıklı mesajlar havada uçuşuyor mesajlar mektuba dönüşüyor yazıyor bilmiyoruz erdoğan kurmayları biliyor bahçeli biliyor dem partisinin üst düzeyi biliyor öcalan biliyor kandilde oturanlar biliyor bırakın ana muhalefet partisi lideri bilmiyor tarafların şifreli mesajlarına anlam yüklemeye çalışıyoruz süreç ekimde devlet bahçelinin dem sıralarına gidip el sıkmasıyla başladı sözü inandırıcı ktidar iktidar medyası sık sık tekrarlıyor işin aslı astarının olmadığını kendileri biliyor senaryoya dersiniz bahçeli yaz tatilinde terörü bitireceği konusunda kafa yordu öcalana pkkyi lağvet çağrı yaparsam terör biter düşündü meclis açılınca dem genel başkanının elini sıkarak adımı attı öcalana meclise gel pkkyı lağvettiğini açıkla çağrısı bahçeliyle demliler kısa sürede canciğer oldular çağrıyı tvden izleyen öcalan bahçeliyi kırmak üzmek teklifini kabul kabul etmekle kalmadı bahçeliye teşekkür öcalan hemen harekete geçti pkkye silah bırakın mektup yazdı kandilde istiyorsun silahları bırakırız kongrelerini toplayana ateşkes ilan memnun mutlu basit amma küçümsedin demeyin yeminle ekranlarda anlatılıyor gazetelerde yazılıyor ekim ayında bahçelinin başlattığı süreçle noktaya gelindi deniliyor pazarlık deniliyor şart şurt deniliyor öcalanın serbest bırakılması mümkün deniliyor af deniliyor anayasa değişikliğinin lafı geçmedi deniliyor deniliyor deniliyor ktidar kanadının söylediklerinden yukarıda çizdiğim senaryo çıkıyor yazdığım senaryoya diyen çıkar çıkmaz çıkana sorarlar vülgarize yazdığım senaryo devletin resmi senaryosu işin olmadığını biliyor bakalım devamında gelecek bekliyor bahçeli dem liler arasındaki telefon görüşmelerinde sürece katkılarının süreceği ifade acele etmekten söz meclise tarihi rol düşeceği söyleniyor demek mesele sunulduğu basit mesele pkknın silah bırakmasıyla sınırlı derin hukuki güvence yasal çerçeve siyasi hukuki boyut anayasal güvence kavramlarının içi er geç doldurulacaktık kastedildiği açıklanacak merakla bekliyoruz
