Başlık,Metin
devlet çökertilince,çlerinde tatil döneminde eğlenmek dinlenmek otele giden ailelerin çocukların çoğunlukta 79 yurttaşımızın canını alan kartalkaya yangını faciası devlet yapısının çökertilme sürecinin sonucudur ktidar yargıyı ayak bağı suçladı emrine aldı yargıyı kullanarak sivil asker bürokrasiyi üniversiteleri medyayı tek kişinin emrine verdi anayasamızda demokratik laik sosyal hukuk devleti tanımlanan türkiyenin klasik devlet yapısını çökertti 16 nisan 2017 tarihinde yasalara aykırı oy sayımıyla sonuçlandırdığı prof sami selçukun hukuk dünyasında doğmayan halk oylaması dediği olayla yaptıklarını şahsım devleti dediğim cumhurbaşkanlığı hükümet sistemi adıyla kitabına uydurdu süreçte anayasayı yasaları değiştirdi yoruma açık muğlak maddelerle kitabına uydurabileceği an yerde suçlayabileceği hapse atabileceği hükümler getirdi devletin kurumlarını kurallarını partinin parti liderinin emrine düzenledi devletin işleyişini nesnel kurallara iktidarın öznel isteklerine özel durumlarına uyarladı atamaları liyakate sadakate şletmeler memnuniyet paraşüt öneriyor paraşüt muhasebe kayıt ol konuyu olayı konunun olayın niteliğine kişilerin kendilerinden olmadığına değerlendirdi kural denetimleri kuralları cezaları kendilerinden olanlara işlemez hale getirdi kendinden olanlar ihmallere yasa dışılıklara cana mala kasteden suçlulara cezasızlık uygulamasını esas partili olanları kişiye biat edenleri hakaret edip merhamet dileyenleri dönekleri yasaların kuralların üstünde yaşatmaya başladı cezalandırmak istediklerine suçlar icat gazeteciler politikacıları tartışmalı suçlamalar kovuşturmalarla hapse atmaya başladı 10 yağmayı yolsuzlukları yoksulluğu yaygınlaştırdı yolla yandaşlarına gelir sermaye aktarması gerçekleştirdi eleştirilmesini karartmalar yasaklamalarla engelledi 11 ülke kaynaklarını oligarşiye aktararak bitirdi enflasyonu fırlattı halkı açlığa mahkûm ülkedeki hizmetler üzerinden liyakat denetim kalktığı kaynaklar tüketildiği hizmetlerin kalitesi sürekliliği bozuldu durum insanların günlük yaşamlarını zorlaştırmakla kalmadı can mal güvenliklerini normal ölümcül kazalar arttı sonuç klasik devlet yapısı çökertilince toplumda adalet kaldı can mal güvenliği haber bilgi paylaşımı sokaktaki kablo işyerindeki patlama yurttaki oteldeki yangın madendeki çöküntü toprak kayması can almaya konulardaki haberler kısa sürelerle yasaklanmaya başladı çökertilen devletin onarılması çözüm demokratik laik sosyal hukuk devletinin işlemesini sağlayacak parlamenter demokrasinin yeniden hayata geçirilmesi topyekûn seferberlik yapılmasıdır
vatandaş zehirlenirken,belli grupları beli kimlikleri belli siyasetleri dışlamayı düşmanlaştırmayı hainlikle suçlamayı muhalifleri çöp çukur nitelemeyi halkı birbirine düşman etmeyi ikide iç dış siyaset değiştirip dostu düşman düşmanı dost yapmayı tetikçi yazarları aptala dönüştüren virajları özetle psikolojik sosyolojik zehirlenmeyi kastetmiyorum resmen alenen halkın aflatoksin salmonella zehirlerle zehirlenme sürecini anlatmaya çalışıyorum ülkede üretilen gıdalar halkı zehirliyorsa cinayetin sorumlusu kimdir ürünlerin üretimini kontrol etmeyen iktidardır iktidarı yönetime getiren ihmali cezalandırmayan siyasettir siyaseti üreten rejimdir türkiyede rejim demokratik parlamenter rejimden şahsım devleti rejimine dönüşmüş totaliterliğe evrilen otoriter rejimdir türkiyede vatandaşının zehirlenmesini engellemeyen engelleyemeyen sorumlu şahsım devleti rejimidir zehirli ürün haberi cumhuriyette yer almıştı yılın gününde ürün gümrükten döndü ab komisyonu gıda yem hızlı alarm sistemi yılın gününde türkiyeden giden ürünle alarm verdi kuru incirde aflatoksin üzüm yaprağı limonda pestisit susamda salmonella çıktı dikendeki haber türkiyenin zehirli ürün konusunda çin hindistanın önünde belirtiyordu mesudedemirrin haberine abden gıda güvenliğiyle uyarı alan ülkeyiz avrupa birliği gıda yem hızlı alarm sisteminin rasff uyarı yayımladığı gıda yem ambalaj vb ürünlerde türkiye 2024te sıradaki yerini korudu uyarı yayımlanan 273 ürünün 9u türkiye menşeli kinci sırada oranıyla çin üçüncü sıradaysa oranıyla hindistan yer alıyor konuda zamanlarda yayımlanan haber başlıkları şöyleydi türkiyeden sveçe giden antepfıstığı incirde zehirli madde türkiyeden ithal edilen narda pestisit kokteyli güvenli limitin 12 katı türkiyeden ithal edilen kuru incirlerde zehirli madde çıktı güvenli limitin 49 katı türkiyeden ithal edilen domateslerde pestisit çıktı zin verilen limitin 34 katı türkiyeden avrupaya giden limonlar riskli denilerek geri gönderildi zamanlarda medya türkiyeden ithalatı engellenen ürünlerin iç piyasaya verildiği tüketilmelerinin kanser dahil hastalığa yol açtığına ilişkin haberlerle doldu şahsım devleti rejimi rejimin ürettiği iktidar zehirlenmemizi engellemiyor engelleyemiyor devletin ürün denetim mekanizmaları mekanizmaların personeli mekanizmaların denetlenmeleri bağlı oldukları bürokratik siyasal hiyerarşi klasik devlet yapısının çökertilmesinden bütünüyle kayırmacılığa nepotizme parti sadakatine kurban edildi adalet mekanizması çökertildiyse devlet bürokrasisi çökertildi vicdanlı devlet memurları işlevlerini getiremez tek kişi yönetilen kişisel şahsım devleti rejimine eleştirim kesinlikle vicdanlı devlet memurlarını kapsamıyor sonuçta zehirlenen halka halk suriyede resmen terör örgütü sayılan htş aracılığıyla ulaşılan zafer ninnisi uyutulmaya çalışılıyor yüksek enflasyondan fiyatı artan antepfıstığı satın alamadığımıza fıstığın kullanıldığı iddia edilen garip isimli pahalı çikolatayı yiyemediğimize seviniyoruz
umutsuzluğa,umutsuzluk ölümcüldür yıla girerken yaşamınızın günü olduğunda başlangıç yaptığınızda unutmayın yaşam varsa umut vardır umutsuzluk yaşamın insanlığın canlıların düşmanıdır stefan zweig ünlü yazar kültür insanı avrupa üzerinden insanlığın uygarlık kültürünün gelişmesine adamış filozof faşizmin yarattığı umutsuzluk yüzünden hitlerin yenilgisinden intihar etmiştir everest yayınevi hakkında yazdığı biyografide demektedir avrupanın içine düştüğü durumdan duyduğu üzüntü yaşamındaki düş kırıklıkları nedeniyle 22 şubat 1942de rio janeiroda karısı lotteyle birlikte intihar hitlerin dünya düzenini kalıcı sanmasının verdiği karamsarlığın yanı sıra dünyasının olmayacağı düşüncesi faşizmin insanlığı totaliter karanlığına kurban korkusu korkudur tehlike gerçek tehlikedir bununla mücadele etmek kaçmak hele hele intihar etmek değildir nsanlık günlere etmek isteyen doğa bizzat içindeki faşist ögelerle mücadele ede ede gelmiştir hâlâ doğayla etme eğilimine sahip insanlarla mücadele yaşamını sürdürmeye çalışmaktadır evrensel bilinci olanların insanlığın öteki canlılarla dünya birlikte varlığını sürdürebileceğini bilenlerin içlerindeki umudu sürekli canlı tutmaları umut mücadele etmeleri gerekmektedir ni çi n yaşiyoruz yalanlara aldatmacalara istismarcılara çıkarcılara gerçeği yiyi doğruyu güzeli haklıyı aramak bulmak savunmak bireyler ülkeler insanlık bağımsızlık özgürlük eşitlik kardeşlik dayanışma adalet ilkeleri uğruna mücadele etmek nsan insanlık canlılar dünya umutsuzluk bikmak usanmak korkmak kaçmak susmak gerçek güzel haklı bağımsızlık özgürlük eşitlik kardeşlik dayanışma adalet demokratik laik sosyal hukuk devleti di renmek di ren hayatin yaşadiğina değsi n
süreç meclis,ktidar terör örgütü pkk lideri müebbet hapse mahkûm öcalanı bahçelinin tbmmde konuşma yapmaya çağırmasıyla süreç başlattı eskiden adına çözüm süreci açılım süreci demokratik açılım kürt açılımı denilen süreç 2015 yılında fiyasko sonuçlandığı adını türlü koyamıyor medyadaki iktidar tetikçileri süreçe barış süreci barış çözüm süreci pencere süreci isimler koydular kısaca süreç diyorum şahsım devleti rejiminde ktidarla ktidarın çoğunlukta meclisle süreç başarıya ulaşamaz ktidar iktidarın hazinesi gücü halkın güven duygusunu yitirmiştir hemen genel seçim yapılmalı süreç oluşacak meclis iktidarla yürütülmelidir şletmeler memnuniyet paraşüt öneriyor paraşüt muhasebe kayıt ol ktidarın halkın güvenini kaybetmesinin nedeni süreç konusunda yaşanan önceki başarısızlık değildir ikinci nedeni ktidarın iç dış konularda çıkarlarını korumak emperyalizmle uyumlu hızlı birbirine zıt önceden kestirilemeyen ani virajlar almasıdır üçüncü ktidarın 22 yılda ülkenin iç dış kaynaklarını tüketerek ekonomiyi iflas ettirmiş adalet mekanizmasını yozlaştırmış olmasıdır güven kaybının dördüncü nedeni ülkenin karşıya hemen hemen sorunları ktidarın bizzat kendisinin yaratmış gerçeğidir geçim sorunu böyledir kaynakların oligarşiye aktarılmasının ülke kaynaklarının bitirilmesinin çare kullanılan yüksek enflasyonun sonucudur yönetim iktidara geldiğinde amerikan doları türk lirasıydı 35 türk lirasıdır adalet sorunu böyledir yönetim iktidara geldiğinde yargı siyasetin yürütmenin anayasaya uygunluğunu denetliyordu siyaset yargıyı denetliyor üstelik ktidar anayasa mahkemesinin kararlarına uymuyor genel yargı kararları konulara kişilerin siyasal bağlantılarına veriliyor eğitim sorunu böyledir milli eğitim çağdaş bilim teknolojiden uzaklaştırılmış dini eğitim haline getirilmiştir üniversite sorunu böyledir eski akpli milletvekilleri yöneticileri üniversite rektörleri yöneticileri yapılmıştır akademisyenlerin sesleri bütünüyle kısılmıştır medya sorunu böyledir medyanın tamamına yakını ktidarın denetimindedir belediyeler sorunu böyledir muhalif partilere mensup yerel yönetimlerin yetkileri kaynakları tırpanlanmıştır başta büyükşehirde yaşayanlar kaydıyla muhalif belediyelerde yaşayan seçmenler cezalandırılmaktadır özetle ktidar şahsım devleti rejiminin yetersizliklerinden 22 yılın olumsuz birikimleriyle halkın güvenini yitirmiştir rejim ktidar sorunu çözülmeden süreç sonuca varamaz süreçin hedefi önerilen anayasa tek hedefi başarısız yağmacı ömrünü uzatmak ktidarla rejim gerçekleştirilemez çözüm hemen seçim meclis iktidar gerçek demokratik laik sosyal hukuk devletine dayalı cumhuriyetçi rejim gereklidir
önceki trajedi,10 15 önceki birinci açılım süreci döneminde dolmabahçe mutabakatı sırasında 2015te öcalandan 10 maddelik tartışma metni açıklanmış sonuç trajedi olmuştu 10 madde hakkında cumhuriyette mahmut lıcalının 18 19 şubat tarihli haberi aşağıya aldım öcalanın 10 maddesi hdp kaynaklarından edinilen bilgiye öcalanın müzakere taslağından faydalanarak hazırladığı taraflara sunulan yol haritasının başlığını müzakerelere geçilmesi oluşturuyor müzakere heyetinin kurulması mralıda öcalan sekretarya kurulması müzakere sırasında denetleme görevi izleme heyetinin belirlenmesi adımlar maddede yer alıyor yöntem konusunda tarafların müzakere sırasında alacağı kararların tutanak altına alınması tarafların atacakları adımlara ilişkin takvimlendirme yapması düzenleniyor yol haritasında yer alan maddeler öngörülen düzenlemeler özetle demokratik siyasetin önündeki engellerin kaldırılması siyasi partiler yasasının yürürlükten kaldırılması hazine yardımının eşit partilere dağıtılması 10 seçim barajının kaldırılması terör yasalarında değişiklik terörle mücadele yasasının kaldırılması ceza muhakemeleri yasasında değişiklikler yasal mevzuatta düzenlemelerin ele alınması özgürlükçü eşitlikçi demokratik anayasa kürt statüsünün anayasaya girmesi anadilde eğitim hakkı kültürel hakların anayasada yer alması fikir düşünce özgürlüğüyle anayasal güvence toplumsal dinamiklerin taleplerinin karşılanması kadın gençlik çevre sorunlarıyla başlıkların ele alınması konularda düzenleme kadın meclislerinin kurulması cezaevlerinin boşalması cezaevlerinde terör suçları kapsamında hükümlü bulunan kişilerin süreç kapsamında alınacak yolla birlikte tahliye kişilerin topluma kazandırılması alınacak tedbirler yerel yönetimlere yetki verilmesi güçlendirilmesi avrupa yerel yönetimler özerklik şartının kabul türkiye genelinde bölge meclislerinin kurulması yerel yönetimlerin yetkilerinin artırılması silahsızlanma normalleşme müzakere kapsamında ele alınacak başlıkların ardından örgütün türkiyedeki silahlı faaliyetlerine vermesi silahsızlanma aşaması 10 dağdan inişlerle tedbirler silahsızlanmayla birlikte dağdan inişlerle ekonomik sosyal tedbirlerin alınmasıyla düzenlemeler maddeleri numaraladım mralıya giden dem parti heyetinin 29 aralık 2024 tarihinde açıkladığı maddelik bildiri açıklanan metin arasındaki fark eski metnin ayrıntılı metnin genel dün süha umarın vurguladığı metnin tehdit içermesidir 10 önceki metnin açıklanmasından erdoğan ortada metinlerin dolaştığını belirtmiş izleme komitesine çıkmış silah bırakılması konusunun ele alınmasında ısrarcı olmuş 17 martta selahattin demirtaşın erdoğan müzakerelerde neler konuşulduysa üst üste başkan yaptırmayacağız demesinden dolmabahçe mutabakat masasını reddetmiş süreci sonlandırmıştı başarısız birinci açılım sürecinden haziran 2015 seçimleri yapıldı akp iktidarı kaybetti erdoğan hükümet kurma görevini kılıçdaroğluna vermedi ay sonrası davutoğlunun başbakanlığında seçimi yenileme kararı aldı ay trajik olaylar dinci terör müthiş tırmandı kişi hayatını kaybetti sonuçta erdoğan akp kasım seçimlerinde ay öncesine oyunu 25 10 puan artırdı iktidarı yeniden kazandı öncesini ayı düşündükçe tüylerim diken diken
evdeki hesap çarşıya uymaz,bugünkü yazımın başlığının anlamı yaptığın plan gerçekleşmez olaylar istediğin demek seçmen nezdinde iyice yıpranmış erdoğan akp bahçeli mhp iktidarının başlattığı süreçte evdeki hesap çarşıya uyacak iktidarın evdeki hesabına bakalım yitirilen seçmen çoğunluğunu kürtlerin desteğiyle yeniden kazanmak erdoğanın anayasaya aykırı cumhurbaşkanlığını olanaklı ölçüde uzatmak ülkeyi konuda iflas ettirmiş şahsım devleti rejimini kurumlaştırmak yerleştirmek süreci dinci anayasa yaparak sonlandırmak başarıyı mühürlemek hedef emperyalizmle pkk suriye üzerinden uzlaşma aramak emperyalizmin evdeki hesabı nedir türkiyenin ortadoğuda bağımsız özgürce davranan güçlü ulusal devlet bölgesel güç olmasını emperyalizmin etkisinden çıkmasını önlemek atatürkçü kemalist ideolojiyi çökertmek karşıtlığını besleyen dinciliği mezhepçiliği ayrılıkçı ırkçılığı desteklemek ortadoğuda srailin güvenliğini sağlamak bağımsız kürt devleti kurmak iraktaki suriyedeki türkiyedeki randaki kürtleri birleştirmek projenin karşısında yönetimleri istikrarsızlaştırmak iktidardan düşürmek türkiyeyi kullanmak suriyeyi biçimlendirmek trumpın özel pragmatizmi abd dışındaki savaş çatışmaları abdnin çıkarlarını gözetecek biçimde yerel güçlerin kaynaklarıyla halletmelerini sağlamak kürtlerin evdeki hesabı nedir pkk pyd ypgin hesabı iraktaki kürt devletini suriyede türkiyede kurmak dem partinin hesabı hedeflerini hedefler gerçekleştirmek mevcut şahsım devleti rejimi kürtleri temsil legal illegal örgütler iktidar muhalefet seçmeni genel seçmen nezdindeki meşruiyetini desteğini güçlendirmek çarşı hesapların tek başına tutmaz chpnin mhpnin akpnin demin tabanlarına hele hele öteki muhalif partilerin seçmenlerine kulak verin duyarsınız diyorum çarşıya hesaplar tutmayacağı bağımsızlığı özgürlüğü eşitliği kardeşliği dayanışmayı adaleti barışı demokratik laik sosyal hukuk devletini türkiye cumhuriyetini savunmaya devam diyorum
rejimin çoklu organ yetmezliği,çoklu organ yetmezliği canlı organizmanın organlarının iflas sonunda hayatını kaybetmesidir parlamenter demokratik rejimin iktidar katledildiğini buzdolabına kaldırıldığını tarihe gömüldüğünü bizzat iktidarın ağzından duyduk iktidardan rejime cumhurbaşkanlığı hükümet sistemi dendiğini öğrendik cumhurbaşkanı ngiltere almanya fransa şahsım dörtlü zirve yaptık rejimin adının şahsım devleti konmasına yol açtı doğduğunda ucube görülen yaşaması uzmanlarca olanaksız görülen şahsım devleti rejiminin çoklu organ yetmezliğinden ölümünü yaşıyoruz laf aramızda rejimi doğurtanlar sonuçlara bakarak öldüğünü anladıklarından anayasa arayışı içindeler şletmeler memnuniyet paraşüt öneriyor paraşüt muhasebe kayıt ol rejim dünyada uygulanmamış anayasa literatüründe yeri garip idari sistemdir yürütme yetkileri kişide cumhurbaşkanında toplanmıştır özel koşullar gerçekleşmedikçe yetkilerin hesabı sorulamaz klasik devlet kurumlarının mekanizmalarının çökertilmesinden tek kişiye bağlı yürütme güvenlik üretim sağlık eğitim geçim sorunlarını günlük yaşamın gerektirdiği hizmetlerdeki aksamaları çözebilmekte yolsuzlukları engelleyebilmektedir yetersizlik deprem felaketlerde iyice görünür olmaktadır meclisin yasama yetkisi devredilmiş cumhurbaşkanı devredilmeyen yetkileri kullanmakta işlemler anayasa mahkemesi iptal edilmiş olmasına devam ettirilmektedir meclisin hükümeti denetleme yetkisi hükümet kaldırıldığı edilmiştir rejimi denetleyen yüksek yargı organları mensuplarının tayin terfileri cumhurbaşkanının doğrudan etkisi altındadır durum yargı mekanizmasının siyasal amaçlarla kullanılmasına rejimin yozlaştırılmasına yol açmakta ülkedeki adalet kavramı bütünüyle zedelenmektedir rejimin yerel yönetimleri açısından ayrımcılıktan muhalif partilerin elinde kentlerdeki belediyelerin hizmetleri engellenmekte kentlerdeki halk mağdur edilmektedir özetle şahsım devletinin yürütme yasama yargı yerel yönetim organları yetersiz kalınca rejim çoklu organ yetersizliğine uğruyor halk açlığa sefalete umutsuzluğa mahkûm örneği beşiktaş belediye başkanı rıza akpolata muamele gözaltı kayyım operasyonları kamuoyunda şahsım devleti rejimi sorunu değerlendirilmekte açılım süreci ucube rejim insanlara güven vermemektedir
uğur mumcu türkiye öldürüldü,sevgili okurlarım uğur mumcunun emperyalistlerce desteklenen dinci faşistler alçakça katledilmesinin 32 yıldönümü doğumu 22 ağustos 1942 alçakça katli 24 ocak 1993 değerli gazeteci yazar dostum ideal arkadaşım uğur mumcu türkiyeyi bugünlerdeki karanlığa getirmek isteyenlerce öldürüldü uğurun katledilmesi emperyalistler uşakları dinci faşist teröristler türkiyeyi istikrarsızlaştırarak bugünkü yapıya taşımak işlenen cinayetler serisinin zirve noktalarından biriydi katillerini yakalayan dönemin çişleri bakanı sadettin tantan işık kansu söyleşide gerçeği açıklığıyla anlatmıştı yetiştirilmiş uyuyan örgütlerdi operasyonla ortaya çıktı randaki devrimden türkiyeden oraya giderek yetiştirilen yıllar içerisinde türkiyede kullanılması uykuya yatırılmış örgütlerdi şletmeler memnuniyet paraşüt öneriyor paraşüt muhasebe kayıt ol uyuyan örgütlerin içerisinde başörtüsü eylemine katılanlar çıktı uykuya yatırılmış sürü örgütlerin olabileceği anlaşıldı özetle bugünkü türki si yasal ci nayetlerle düzenlendi uğura suikast demokratik laik türkiye cumhuriyetini ortadan kaldırmak işlenen dizi cinayetin parçasıydı cinayetler ayrı dalgadan oluşuyordu birinci dalga 1970li yılların sonuna başladı cinayetler demokratik laik cumhuriyete yapılmıştı sağ sol çatışması adı altında gizlendi aralarında doğan öz bedrettin cömert bedri karafakioğlu abdi pekçi ümit doğanay cavit orhan tütengil ümit kaftancıoğlu aydınların bulunduğu dalgadaki katliam olayları 12 eylül 1980 darbesi bitti dalgadaki katliam sol düşünce örgütlenmeleri laik cumhuriyetten yana atatürkçüleri kemalistleri ezerek zorunlu din derslerini anayasaya cemaati devlete sokan ülkeyi emperyalizmin dincilerin emrine veren faşist 12 eylül askeri darbesi 1982 anayasası amacına ulaşmıştı boyunca cinayet işlenmedi atatürkçülere kemalistlere yönelik cinayetler 1980 darbesinin cesaretlendirdiği radikal dinci akımların güçlenmesiyle emperyalizmin etkisiyle yeniden başladı kinci cinayet dalgası doğrudan doğruya atatürkçülere kemalistlere yöneldi muammer aksoy ankara 31 ocak 1990 çetin emeç stanbul mart 1990 turan dursun stanbul eylül 1990 bahriye üçok ankara ekim 1990 uğur mumcu ankara 24 ocak 1993 ali günday gümüşhane 25 temmuz 1995 ahmet taner kışlalı ankara 21 ekim 1999 necip hablemitoğlu ankara 18 aralık 2002 cinayetlere temmuz 1993teki sivas madımak katliamını kasım 2003te stanbulda intihar saldırıları yoluyla sinagog hsbc bank ngiliz konsolosluğu bombalamalarını stanbulda mart 2004te kartal mason locasına düzenlenen saldırıyı ekleyin manzara ciddiyetiyle ortaya çıkacaktır dönemde aralarında slamcı feminist niteleyen gonca kuriş insanı katleden hizbullah adlı dinci örgütün korkunç cinayetleri plana çıkmıştı yakalanan sanıkların mahkemelerdeki ifadelerine 1990lı yıllara damgasını vuran cinayet dalgasının arkasında ranın türkiyeye rejim ihraç planı 12 eylül dönemi askeri yönetimiyle arkadan özal döneminin yarattığı kinci cumhuriyetçi siyasal kültürel ortam cinayetleri aydınlatan kişi çişleri bakanı sadettin tantandı tantan faili meçhul cinayetlerin aydınlatılmasını görev edinmiş özel çalışmalar yapmış tetikçileri yakalayarak adalete teslim etmişti tekrar kutluyorum tantanın görev süresi tetikçilerin arkasındaki azmettiricileri teşhir etmeye yetmedi yakalanan tetikçilerin ifadelerinden azmettiricilerin kimlerin açıkça anlaşılmaktadır cinayetler dünyada türkiyede radikal siyasal slam uygulamalarıydı birinci laik demokratik rejimi savunanlara gözdağı veriliyor atatürkçü kemalist olanlar sindiriliyor demokratik rejimin tabanı ediliyordu kinci değerli insanların toplumsal siyasal liderlik işlevleri sona erdirilerek laik demokratik örgütlenme eğitim zayıflatılıyordu üçüncü bilim insanları ortadan kaldırıldığı müslüman toplumda demokrasinin başarıyla uygulanması gerekli bilimsel kuramsal çabalar durdurulmuş oluyordu dördüncü toplumda üniversiteler demokratik toplum örgütleri medya düşünce üreten kurumlar kurumlarda çalışanlar baskı altına alınmış atatürkçü laik demokratik düşüncenin önü kesilmiş oluyordu sonuç emperyalizmin desteğiyle türkiyeyi biçimlendirdi kinci cumhuriyetçilik adı altında atatürke laik demokratik cumhuriyete saldıran grup üretti grubu medyanın siyasetin belli köşelerine yerleştirerek yetmez evetçilerle rejimin değiştirilmesini olanaklı kıldı rejim eğitim örgütlenme yoluyla türkiyeyi ortaçağa ortadoğuya geri götürüyor sonuç uğur mumcu bugünkü karabasanı önceden gördüğü haber verdiği önlemek istediği karanlık türkiyeyi yaratmak isteyenlerin kurbanı anısı mücadeleye ışık tutmaya yolumuzu aydınlatmaya devam edecektir
açılım süreci tutmadı silivri,erdoğanın egemenliğini sürdürmek amacıyla gündeme getirilen süreç toplumdan destek görmedi cumhur ttifakı seçmeni arasında tepki doğurdu dem parti yöneticilerinin benimsediği sürdürdüğü süreç siyaseten işlevsel gündemden düşmüş görünüyor süreçin gerekçeleri belirtilen sınırımızdaki kürt örgütleri suriyenin rejimi konularında trump yönetiminin yapacağı belli türkiyenin alandaki girişkenliği ölçüde sönümlenmiş görünüyor sönümlenmenin gündemden düşürülmenin arkasında bilemediğimiz müzakereler suriye topraklarındaki askeri siyasal olaylar vardır iktidarın özelliği obskürantizm bilmesinlercilik karartmacılık ilkesi iç dış olaylar hakkında kamuoyuna bilgi verilmesi bilgi saklanması esas suriye pyd ypg srail htş yönetimi abd brüksel trumpın yaklaşımı konularda bildiklerimiz uluslararası medyadan öğrenebildiklerimiz şletmeler memnuniyet paraşüt öneriyor paraşüt muhasebe kayıt ol ortada ab içindeki arap ülkeleri arasındaki toplantılarda türkiyenin davet edilmediği ikinci sıraya itildiği konusunda görüntüler kuşkusuz görüntüler süreç politikasının kamuoyunun gündeminden düşürülmesinin arkasındaki nedenler arasındadır ktidar elindeki kürt açılımı kozu sonuç vermeyince rakibi chpyi muhtemel cumhurbaşkanı adayı olacak ekrem mamoğlunu yıpratmaya yönelik saldırı başlattı birinci silivri trajedisi dönemini andıran biçimde sabahın köründe ev basmalar gözaltılar yandaş tetikçi gazetelerde yayımlanan avukatlara bildirilmeyen suçlamalar canlı yayınlardaki sözler yorumlarla dava açmalar 31 mart 2024 yerel seçimlerinden özgür özelin erdoğana yumuşama normalleşme başlattığı karşılıklı ziyaretlerle sürdürerek kazandırdığı ikinciliğe düşme yenilgisini hazmetme sürecinin manevra zamanının özgür özelin sözleriyle savaş lanı hazırlığı kullanıldığı anlaşılıyor chpnin genel başkanının belirlenecek cumhurbaşkanı adayının derhal başta sosyalist partiler kaydıyla demokrasiyi hukuk devletini laik cumhuriyeti savunan partilerle sendikalar meslek örgütleri şartıyla demokratik toplum örgütleriyle topyekûn demokrati k bi r di reni ş örgütlemesi gerekmektedir stratejideki sorunlar chp içindeki hizip çatışmaları tbmmye soktuğu 38 sağcı milletvekili geçmiş mevcut liderliğin laiklik konusundaki tutumlarıdır liderlik kadrosu derhal parti içi çatışmaları durduracak seçmen nezdindeki kuşkuları giderecek eylem söylemlere başlamalıdır
siyasal alevilik yalanı,gazetesi dün alevilere kurulan rejimi iç barışı tehdit kışkırtıcı komployu siyasal alevilik iddiasını tehli keli söylem başlığıyla manşete taşımıştı mert önerin derlediği haberde ktidar trollerinin ortaya attığı siyasal alevilik söylemine uzmanların tepki gösterdiği alevi örgüt temsilcilerinin siyasal alevilik söyleminin katliamları meşrulaştırmanın adı vurguladıkları belirtiliyordu tele1de yaptığımız 18 dakika programında cuma akşamı üzerinde durduğumuz komploydu prof dr cangül örnek tarihçi reha çamuroğlu ilahiyatçı yazar cemil kılıç alevilerin cumhuriyetçi demokrasiyi desteklemek dışında şeriatçı hedefleri gerektiğinde şiddet kullanan siyasal slam terimine benzetilerek üretilen siyasal alevilik söyleminin yapay söylemin bölücülük saldırganlık üretmesinin dışında gerçek kavramsal içerik taşımadığını sünniler hıristiyanlar kurulan geliştirilen baas partisi aleviliğin suriye üzerinden özdeşleştirilmesinin olanaklı olmadığını belirtmişlerdi alevilere saldırı değildir bırakın osmanlı dönemindeki katliamları kahramanmaraş çorum sivas madımak katliamları alevi yurttaşlarımıza yapılmıştı 2009 yılında gazetesi yazarı mümtazer türköne tskye komplo bağlamında alevileri darbeci eğilim olmakla suçlamıştı alevilere darbeci demek neofaşizmin dışa vurumudur başlıklı yazı yazmış savunduğum düşüncelerimi belirtmiştim aleviler ülkede bırakın darbeci olmayı cumhuriyetçi laik demokrasinin güvenceleridir felsefi kültürel tarihsel siyasal nedeni vardır alevi kültürü hoşgörüye özgürlüğe eşitliğe dayalıdır aleviler osmanlı tarihi boyunca ezilmiş haksızlığa uğramışlardır cumhuriyete demokrasiye laikliğe nsan haklarına sığınmış yürekten bağlanmışlardır aleviler gerçekten sayısal azınlıktadır eşit haklara sahip olmaları ayrımcılık uygulanmaması türkiyedeki cumhuriyetçi laik demokrasinin iyi işlemesine bağlıdır ülkemizde etnikçilikten kaynaklanan kürt sorunu cumhur ttifakı yeniden alevlendirilmişken türkiyenin öteki fay hattı kullanılmak istenen alevilerin cumhuriyetçi demokratlığından başarılamayan sünni mezhepçilikten laiklik karşıtlığından kaynaklanan alevilik sorununun yeniden üstelik saptırılmış siyasal alevilik yalan kışkırtıcı terimle gündeme getirilmesi emperyalistlerin onlarla işbirliği yapan bölücülerin suriye üzerinden kurguladıkları siyasal manipülasyon oyunu görünüyor
