Başlık,Metin
gördüğüm mektup yanıtlarım,tartışma yaratacak okur mektubunu paylaşıyorum yanıt veriyorum sayın orhan bursalı köşe yazınız teşekkür silkelemek halkı silkelemektir söylemi anlamalı ktidarı destekleyen kitlenin 30larda karşıtının yaklaşık 70lerde gözlüyoruz ktidarı 22 yıldır iyi tanıdık geçen vitesi yükselttiğini görüyoruz karşıdevrim tek adamlığı pekiştirme dedim anlayışında suriye rüzgârı iyice gemi azıya alacaklarını görüyoruz silkeleme zeminin verdiği ataktır arkası sert gelecektir bahçelinin eşzamanlı özgür özele yüklenmesinden anlıyoruz takım çalışmasını başarılı yapıyorlar ktidarın yaptıklarını yapacaklarını günlerce konuşabiliriz işe yaramaz ktidarın yaptığından ziyade karşıtın 70in adına chpnin yapmadığı önemlidir konuşulması gereken budur şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol 70in ortak amaçta konsolide olabilmesi chpnin etkisi olabilir chp şimdiki sahada 10 20 kişi çalışırsa işlerin altından kalkamaz iktidara şimdiki konforlu zemin hediye eder 20 milyonu bulan oyunu temsilen akpnin kuruluş yıllarında partiye kayıtlı kitleyi nitelikli muhalefet eğitip konsolide etmeli türkiyede mahalle mahalle etkinlik yaratacak 24 çalışacak gönlünü türkiyeye adamış zemin yaratmalı caydırıcı iktidar bürokrat kamu görevlileri adım atmadan düşünür şimdiki konforları kalmaz demokrasi mücadelesi chpnin çoktan yapması gerekirdi hâlâ yapmaz ayrı sorgulama konusudur kabul edilmeli 70 karşıtın sahadaki etkisi düzeyindedir iktidar güvence budur silkeleme fütursuzluğu zeminin ürünüdür başta chp bariyeri oluşturamazsa başımıza gelecektir ertunga ardeniz yanıt sayın ardeniz birincisi chpnin üyesi üyeye çıkamıyorlar ayrı kinci iktidarın desteğini küçümsemeyin 10 mhp sarayın güvencesi erdoğanın kişisel oy etkisi azalsa akpden fazladır ktidarın ekonomi politikalarından beslenen zenginleşen artan zengin sınıf ana desteği sınıftır akpnin oyunun 25lerden aşağı düşmediğinin açıklamasıdır chpnin salt belediyelerinin olumlu faaliyetlerine dayanarak tek başına iktidarı alabilecek çoğunluk partisi zor belirttiğiniz örgütlenmesini mücadelesini basamak üst düzeye çıkarmak zorundadır salt nutuk atarak levent d sayın üstat bugüne iktidar cenahından sığınmacılara ab yardımı avro verildiği küçümsenerek söylendi hafta ursula von der leyen sığınmacılar avro verildiğini ay avro verileceğini açıkladı rakama itiraz gelmedi yetkililer sus pus von der leyenin yalan söyleyecek hali mutlaka muhasebe kayıtları vardır gerekirse belgeleri gösterir böylesine meblağ avro söylendi para hesaplara alındı harcandı avro kaynak girişi ekonomi uçuruma yuvarlandı dönemin merkez bankası başkanları maliye bakanları cumhurbaşkanı yardımcısı cumhurbaşkanı açıklama durumunda levent bey bildiğim avrupa paraları serbest bırakırken sunulan kendisinin önerdiği projeleri gözetliyor kadarı iktidarın serbest harcamasına bırakılıyor bırakılıyor bilgi sahibi değilim sorunuz haklıdır 10 artı avro bugüne nerelere harcandı chp milletvekilleri sormalı yanıtını istemeli
yasalar milli iradedir hacizler kayyum uygulamasıdır,trabzonun ilçesi chpye geçti oradaki akpliler utanmazca partisine saraya baskı görevden alına kayyum atana açık seçik belediyenin gelirlerini paylaşacaklar zıkkımları kesildi esenyurtta chpliler grup grup belediye önünde toplanıp nöbetlerini sürdürüyor açıklama yapıyorlar haber merkezimiz medyayı taradım 10 15 günde oradan yükselen ciddi habere rastlamadım demek yapmalı vurgulamak istiyorum millet iradesine saygısı iktidar yapısı oluştu onca saray yap milyarlar harca başkaları mesela chpliler gelsin otursun kabul edilebilir akp dönemlerinde milli irade milli irade demekten kırılıyorlardı 2015e seçimleri milli irade teraneleriyle aldılar mağdur iktidar milletin karşısında katıldığım tv tartışmalarında mesela anayasa yasalara uymayan politikalarını eleştirdiğimizde iktidarın ekranlardaki muhafızları millet beğenmiyorsa sandıkta değiştirsin efendim bırakın milletin iradesi karar versin ağızlarına yapışmış sözcüklerdi eski laf ağızlarında pelesenk olmuş kendilerini iktidara getiren sistemi anayasa yasaları hiçe saymak sıradan kabul görmüş uygulama olmuştu ktidar otoriterleştikçe tek adamlaştıkça milli irade demek akpnin sürekli iktidarda kalması anlamını kazandı anayasa yasalar zamanda milli iradenin kendisidir konuyu açıdan tartışmadık kurumsal yapı milletin oyuyla benimsemesiyle onaylanmasıyla gerçekleşmiştir milletin iradesidir yapı yerel seçimler yapının olmazsa olmazıdır milletin yerelde yöneteceği konusunda eylemsel temel milli iradedir ktidar yerel seçimler başarabildiği kayyum sistemini geçirmeye çalışıyor punduna uyduruyorlar ellerinde terör yasası suçlaması iddiayı isterlerse bulaştırabilirler prof ahmet özer hâlâ içeride tutuluyor belediye önünde grup toplanmasının ateşi söndü esenyurt halkının seçmeninin sürekli belediye başkanlarını sahiplenmeleri gerekir belediyelere silkeleyin talimatından uygulanmaya başlanan hacizler belediyelere tür iş yaptırmazlık kayyum uygulamasıdır salt chpli belediyeleri boğmak iktidar oy vermeyen millete hıncını dile getirmektedir nihayetinde hizmet eksikliğinden etkilenecek milletin kendisidir sgk borcunu vermiyor inandırıcı olmayacak sgkye borç takanların 90ı akpnin kolu kanadı altında semiren şirketlerdir skk borcunu tahsil etmek istiyorsan eşit davranman gerekir belediyelerin şirketlerin tepesine binmek gerekir borcunu ödemeyen yandaş şirkete haciz uygulamasına şahit akpyi mağduriyet edebiyatı kısmen güçlü iktidar halkın konuda vicdanı önceki belediye seçimlerinde ekrem beyi 800 oy farkla yeniden seçti stanbulun vicdanı akp görmüyor görüyor akpyi ekonomik krizin yanında yarattığı geniş mağduriyetler götürecek şartla seçimlerin çalınmaması olasılık geçen büyüyor chpnin gerçekten durumu kullanabilme becerisi
güney kore dersi seçildim yaparım,adam başkan anayasada yazılı yetkisi sıkıyönetim siyasi faaliyetleri yasaklamak tutuklamak fol yumurta iken yetkilerini ilan gerekçe bulacak dikta heveslilerinin yolundan gidiyor alabildiğine çekiştiği sosyal demokrat eğilimli demokrat partiyi düşman kuzey kore işbirliği vatana ihanetle suçluyor vatanı gizli komünistlerden kurtarmak medyayı kontrol altına aldığını açıklıyor ulusal meclise milletvekillerinin girmemesi askerleri yığıyor ana muhalefet partisi iktidar partisinin milletvekili birlikte meclise zorla giriyor askerleri yangın söndürme tüpleriyle püskürtüyor itiyorlar kakıyorlar meclise giriyorlar hemen sıkıyönetim ilanını reddeden yasayı birlikte geçiriyorlar başkanın hakkı varsa meclisin reddetme hakkı meclise sokulmak istenmemelerinin nedeni hakkı kullanmalarını engellemek başkanın sıkıyönetim ilan edeceğine ilişkin söylentilerin haftadır ortalıkta dolaştığı söyleniyor çişleri bakanı savunma bakanı başkanın yanında hadi ilan et dayatıyormuş bakanlar çıkıyorlarmış başkanın özel kalemi çevresindeki çalışma arkadaşları istifa ediyorlar şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol cumhurbaşkanı yoon korelilerin sokağa dökülmesi meclisin reddetmesi karşısında saat sıkıyönetim ilanını geri çekmek korunda kalıyor pot kırıyor yönetimde ekonomi politikada kadınlara cinsiyetçi tutum konusunda sürekli şiddetli eleştirilere karısının yasalara aykırı pahalı çantayı hediye almasının yarattığı siyasi çalkantılar yoonun halk arasında desteğini 17ye indiriyor yıla yakın görev süresi varken geçen nisan ayında parlamenter seçimlerinde mecliste çoğunluk demokrat partiye geçiyor kore askeri diktatörlüklerle bugüne geldi 1979da askeri diktatör park suikastla öldürüldü orduda general iktidara el koydu chun 1980de direnişleri bastırarak 200 sivili öldürttü 1988den kore parlamenter rejime geçti koreliler hakları direndiler geçmişe özenen eski savcı sivil başkan askerlere özenerek darbe yapmaya kalkıştı koltuğa yetkilerle oturan kadir yapabilir olacağına inanıyor demokrasilerin temel sorunu seçilen kişi zamanda seçen anayasal sistemin canına okumaya kalkışabiliyor demokrasilerin zayıf yönü dünyada dahil siyaset bilimcilerinin tartıştıkları dünyada sayıları giderek artan ülkelerde seçilen kişi otoriter yönetimini adım adım kurarak sultası altına alabiliyor amerikalılar trumpın güney koreli cumhurbaşkanı davranıp davranamayacağını sıkıyönetim ilan etme hakkı olmadığını anayasal hukuk sistemini ele alarak anlamaya çalışıyorlar davranmaya kalkışırsa yapacakları konusunda karamsarlar trump önceki başkanlık dönemine kıyasla hükümet seçimlerini sonuna sadık kalacak adamlardan yana kullandı itiraz olmasın tür başkanlar sürekli uşaklık insanları seçerler güney kore başkanının önünde seçenek istifa meclis görevden alınacak muhalefet kararlı anayasal sistemi alaşağı etmeye kalkışan adamı tutmayacaklar
fiziğin güzellikleriyle dolu bilim akşamı,çalışma arkadaşlarımla öğrencilerle konuyu etraflıca tartıştıktan kuantum çalışmalarımızı ilerletebilmek sonunda yol bulduk buradan ilerleyebiliriz dedik yolun çıkartacağı konusunda ilerisini görmüyorduk yoldan ilerlersek yerlere varabileceğimizi hissedebiliyorduk belirsizlik belirsizlik hoşuma gidiyor esneklik gelecekte yapacağımızı bilmiyor hoşuma gidiyor yönlendiriyor söyleyen prof dr mete atatüre çine daldıkları yolun kendilerini çıkartacağı konusunda öngörü belirsizlik gel araştırır çağrısı meydan okuma kışkırtıcı yapılacak bilinmezliğin belirsizliğin içine dalmak güvenin üst noktası kesinlikte üst düzeyde bilgi üretilebilecek yol mete atatüre sevilen fizikçi ngiltere cambridge üniversitesi fizik bölümü cavendish laboratuvarlarının başında oradan 29 nobel insanı çıktı koç üniversitesi rahmi koç bilim ödülünü kazandı hak edilmiş ödül aldığı sayıda ödüller otobid ücretsiz ekspertiz otobid fiyatı gör takım ekip çalışmasına inancı tek adam yönetimiyle iyi işler başarmanın mümkün düşüncesinde hele laboratuvarda üst düzey bilimsel çalışmalar yapıyorsanız evrensel bilimi üst düzeye yükseltmek hedefiniz amacınız varsa grup kurduğunuz sonraki araştırma makalesi sonraki buluş çalışıyoruz araya getiren olabilir zamanda beraber çalıştığımız arkadaşlarımızın eğitimi yetişmesi yetişmeleri tekniği öğrenmeleri denklemi çözebilmeleri akademik insan olunur akademik bakış nedir öğrenmek araştırmayı makaleyi yapıyorsunuz söylemek istiyorsunuz hikâyesi üzerinde düşünmelerini sağlamak iyi makale yazabilmek genç akademisyenler uzun yolculuklarına çıkmadan küçük küçük kanat çırpmalarını sağlamak örnek beraber yaparak buradaki geleneği gidecekleri yerlerde gruplarında sürdürmelerini sağlamak fizik bambaşka üzerinde çalışırken edindikleri akademik bakışla hareket etmeliler tıkanacağım araştırmamızda doktora öğrencim gece uyumadan çalışacak sabah gelerek bak hocam çözüm buldum enerjiyle kollarımızı sıvamamıza yardımcı olacak mete atatüre üst düzey araştırmalarını zamanda parlak genç bilim insanları yetiştirme projesiyle birleştiriyor sık türkiyeye seminer konferans ülkeye katkıda bulunmaya çalışıyor giyinişi davranışı rock yıldızı görünen bilimci arkadaşı nesil lider nitelendiriyor başarıları değiştirmiyor genci bilim dünyasına kazandırmak akademik dünyaya ilgiyi artırmak atatüreyi mutlu konular arasında ödül zamanda türkiyede bilimin kutlanması anlamına atatüre üzerinde çalıştığı konuyu kuantum fiziğini anlatmadı fiziğin tuhaf yönlerinden örneklerle ilerledi madde ışık kelebekler kuşlar ışık tek tek atomlardan oluşan dünyanın ince tabakasını kuş sürülerinin toplu uçuşlarda gösterdiği harikulade davranış modellerini gösterdi kuantum fiziğinin 10 ilgilendiği konularla araştırdığı konuların gösterdi heyecanlandıran kuantum fiziğinin temel ilkeleri fizik uç noktada makro evren maddenin küçük birimi üzerinde çalışmalarla ilerliyor noktada muazzam çalışmalar anlattıkları zihin açıcı buraya sığdıramayacağım hacimli güzel fiziğin uçsuz bucaksız dünyasından güzel kesitin akşamdı ödül töreni teşekkürler atatüre
amaç rteyi seçtirmek saydamlık,kinci barış süreci denemesi planda öcalan bahçeli dem pkk akp gölgede varlar yoklar koşullarda masa kuruluyor yeniden yazıda iç koşulları öne çıkartacağım suriyede değişimler türkiye konuda güvenlik açısından sağlam geldik masanın kuruluşuna ayak bahçelinin mralıya çağrısına süreç çağrı başladı bahçeli çağrıyı olasılıklar şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol zurnanın seçimi kazanabileceği sesinin çıkacağı deliktir geldik koşullar yaratılması gerekir seçim ziline bassın saray lki ekonominin iyileşmeye tuttuğu milletin sırtından cebinden yürütülmekte trilyonların ücretlere yeniden yansıtılmaya başlayacağı belirleyicidir olmazsa olmazıdır seçim kararının kincisi anayasa değişimi gerekli koşuldur ekonomi düzelmeyince çoğunluğun anayasa değişikliğine ilgisi sıfır olacaktır şte noktada masası kurulan kürt meselesi önem kazanıyor mralı rte uzlaşmaya hazır kimsedir bahçelinin uzattığı serbest bırakılmasını sağlayacak umut dalı mralıya yeter mralı kişisel özgürlüğü kabul etmez çözümden bahsetmektedir unutmayın mralının dem üzerinde kontrolü kısmendir arkada gölgeler vardır noktada iktidar mralı dem arasında sıkı pazarlıklar gündeme gelecektir iktidar demin desteğini istemektedir çözüm konusunda olgunlaşma sürecinden bahsediyor dem karanlıkta pişirecekler durum mecliste muhalefetin desteğini sıfıra indirir yılın başlangıcı mutlu aydınlık güzel dilesem gerçekleşme olasılığı hepimize sağlıklı güzel günler
milliyetçi emperyalist yayılmacılık işgale geri dönüş,trump başkanlık döneminde 2019da danimarkaya gezi planlamıştı gitmeden amerikan gazetelerinde trumpın danimarkanın özerk bölgesi adası grönlandı satın almak istediği haberleri sızdırıldı güldü trumpın ciddi söyledi grönland dünyanın adası kilometrekareden üzerinde 50 kişi yaşıyor 80i buzullarla kaplı abdnin gözü adadaydı truman 1946da danimarkaya 100 dolar teklif etmiş reddedilmişti demek abdli sağcıların kafasına yer etmiş danışmanlarından trumpa danimarka 500 doları grönlanda aktarmakta zorlanıyor deyince trumpın yayılmacı kanı kaynamış danimarkadan şiddetli tepki görünce kopenhag gezisini iptal etmek zorunda kalmıştı abd kuzey bölgesini parça parça satın alma politikasına alışkın 1803te louisiana bölgesini fransadan 15 dolara satın almıştı düşünün kilometre karelik alan işgal tek kurşun sıkarak abdyi abd yapan satın alma olmuş kat büyümüştü fransa satmasaydı işgal savaş devreye girecekti fransanın anavatandan uzak bölgeyi savunması mümkün olmayacaktı kinci satın alma alaska alaskayı zor durumda ruslardan 1867yılında satın aldılar zamanki rus çarlığı müthiş kısır görüşlülükle ekonomik yük gördükleri alaskayı satın almaları abdde propaganda yapmıştı sonunda bakıldığında komik paraya dolara dönümü cente alaska abdnin kuzey doğuda ruslarla sınır alaska abdnin petrol altın deposu geçmişlerinde bilgi danimarkanın alaskaya yardımda zorlandığını görünce trump kesenin ağzını açmıştı başkanlık koltuğuna oturmadan danışmanları trumpın grönlandı amerikan toprağına katmakta kararlı açıkladılar trump para işinden anlayan işadamını playpal kurucu ortağı danimarka büyükelçiliğine atadı grönlandda ısrarlı iklim değişimi nedeniyle buzulları eriyor giderek kara toprakları genişliyor adanın ticaret yolları kuzey denizinde açılıyor grönland stratejik 20 30 yeşil grönland ortaya çıkabilir kuzey bölgesi rusya çin rekabette ciddi öneme sahip olmaya başladı askeri açıdan abd kuzeyi alaska dahil grönland birlikte abdnin merkezinden uzak askeri savaş saldırı bölgesi kullanabilecek trumpın eski dışişleri bakanı mike pompeo amerikanın çin rusyaya arktikadaki varlığının öneminin altını çiziyor grönlandın yeraltı kaynaklarına sahip belirterek muhtemelen önümüzdeki 10 ila 15 grönlandda olacak ekliyor danimarka trumpın ciddiyetinin farkında grönlandı savunmak dolarlık bütçe hazırladı füzeler kızaklı kızıl köpekler halar vb trump salt ülkesinde dünya çapında kaos yaratıcısı rolüne soyunuyor natoya tavır alıyor danimarka satmamakta direnirse kargaşa trump çare grönlandı işgale kalkışabilir hoş geldin 18 yüzyıl seyreyleyin gümbürtüyü nato ortağı danimarkanın toprak bütünlüğünü trumpa savunmak zorunda kalır hukuki kanada
trump bölgemizde yapabilir suriyeden çıkar ranı vurur,abdde beyaz saraya oturmaya hazırlanan trumpın ikinci döneminde abd iç siyasetini kenara bırakırsak dünyayı dış konularda bekliyor yakınımızdan başlarsak suriyeden çekilir olasılık fazla askerini topunu tüfeğini alıp bölgeden gideceğini bugüne amerikan çıkarlarına yatırımları kalemde silip atacağını düşünenler umut edenler yapamayacağına ilişkin nedenler günceli işi d belası suriyede yeniden canlanabilir varlar 10 kişinin bulunduğu pkk pydnin kontrol işi d hapishanesi katı nüfus anası babası karısı çocuğunu sayın 50 kişilik toplumsal varlık amerikan gazetesi yerleşim yerinin adeta işi dlilerin üreme yeri tanımlıyordu işi d heyulası hayranlarının abdde terör tetikçileri olmaya başladıklarını düşünürsek abd avrupada keskinleşen toplumsal bölünmüşlük çatışma ortamı eşitsizlik doğrudan işi d ilgisi bağımsız yalnız kurtlar yaratmakta citroen berlingo citroen berlingo nisan ayına özel 280 000 tl 12 ay faiz nakit alım indirimi fırsatıyla citroën satın al almanyada kamyonla noel çarşısına girerek toplumsal terör yaratma eylemlerinin mesela abdde yaygınlaşma eğilimine girdiğini görüyoruz trumpın şimdilik destekçisi elon muskın süper tirları katliam silahı kullanılıyor işi d suriyede varlar gelişme alanı güney afrika ülkeleri gösteriliyor abdnin suriyeden çekilme olasılığının önündeki engel srail pkk pydnin çekilmeyi önlemesi srail ilişkiler srail medyasından öğreniyoruz srail suriyeden amerikalıların çekilmesine kesin çıkacaktır çekilme olasılığını zayıf tanımlamak zorundayız pentagon trumpı varlık gösteriyoruz savaşmıyoruz kolayca ikna edebilir abdnin yanı başımızda ikinci sorunu ran ranın atom bombası üretmeye hazır konuma gelmesi amerikalıların korkulu rüyası trumpın gündeminde ran olacaktır amerikan kanaat liderleri ranın nükleer kapasitesini yerle gerekebileceğini yazabiliyor analizler yapabiliyor trumpa politik askeri yol gösteriyor ülkemizdeki amerikancılar ranın türkiye tehlikeli söyleyerek amerika lehine zemin yaratma görevini üstleneceklerdir dahası ran türkiye arasında muhtemel çatışma olasılığını gündemlerine alacaklar olasılık bölge ülkemiz felaket olacak aklına getirmesin trumpın genişleme rüyası danimarka kanada panama
yıldızın yükseliş anları,yer gök atatürk olacak yasını tutalım önemlisi hediye ülke millet bağımsızlık sevinelim savaşlar derin krizler çöküşler arasında pırıl pırıl yıldızın doğuş koşullarını anımsayalım türkiyenin tartışmasız kurucu lideri milleti tek egemen meclisi egemenliğin icra edilen merkezi ilan ettiğinde 470 yıllık hanedanlık imparatorluğun 1453 1920 çağına uygun çağın gereklerine yanıt verecek ulus devlet kuruluyordu osmanlı hanedanlığını atatürk arkadaşları çökertmedi yıkmadı osmanlı taraftan sarılmıştı çatırtı içine yıkıldı stilacılar gelip teslim aldılar padişahı mparatorluk zamanını çoktan doldurmuş dökülen köhne eve dönüşmüştü kuruluşunu giderek ayakta kalışını fethedilen topraklardan akan altınlara rüşvetlere borçlu imparatorluk yeniden üretmeyi olmayı gerçekleştirememiş dışarıya bağımlı kalmış birinci dünya savaşı bahanesi darbe olmuştu 1500 1600lerden durmadan yükselen güç 1600 1700lerden durmadan gerileyen çöken dünyanın uzun süreye yayılan transatlantik çarpışmasını izledik batı transatlantiği fikirlerle bilimle aydınlanma felsefe düşüncelerle donatılmıştı osmanlı transatlantiği boş koftu şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol fethet vergi al dönemi çoktan bitmiş ulus devletler dönemi başlamış emperyalizm sanayi bilim teknoloji devrimleri varlıklar ortaya çıkmıştı sömürge çağının paylaşımlarının ardında güçlü birikim osmanlıda çoktan belirlenmişti 1850lerden osmanlı aydınları kurtuluş reçeteleri arayışına başlamıştı türk dil arayışların temelini oluşturuyordu çağın milletlerinin ayırt edici birleştirici özelliği inşa edilmeye başlanmıştı olurken atatürk soyadı verilecek genç subay selanikten ülkenin kara bahtını değiştirecek düşünce plan program siyasi arayışlar içindeydi selanikten mustafa kemalin siyasi düşünsel askeri arayışları girişimleri savaşları liderin adım adım durmadan yükselerek inşa etmesinin tarihidir süreçte yaşadıklarının başarının zaferin kurtuluş kuruluşun halkalarıdır adımları ilerleyişleri geri çekilişleri ileri atılımlara üst aşamaya geçişi sağlamıştır lider durup dururken doğmaz stanbuldan osmanlının yurtsever bürokratları yapacaksın kemal sözleriyle umutla anadoluya uğurlarken yapacağım diyecekti umutları sevgileri samsundan anadoluya yayacaktı leriye bakmak anadolunun ayakta kalmasının çağdaş oluşumla millet devletle mümkün olabileceğini görebilen düşünceyle felsefe özgünlükle donanmış yoktu maceraya kalkışmadı gücünü şurada tüketmedi kurtuluşa kuruluşa odaklandı özellik dâhilere yaratıcılara özgüdür 23 nisan 1920 devletin ülkenin milletin kayıtsız şartsız egemenliği egemenliğin kayıtsız şartsız milletin meclisi icra edileceğinin ilanı atatürkün devrimci yenilikçi kişiliğinin zorunlu sonucuydu 19 20 yüzyılın çağımızın sürükleyici liderinin topraklarda doğmuş şansını kendisinin yaratması olağanüstü serüvendir silah arkadaşlarıyla birlikte altın harflerle tarihe yazıldı eserinin yaşıyoruz güçlü temel attı millet temel üzerinde yeniden yükselecektir
sakat doğan aile hekimliği sistemi iktidar dahil kıskaç,sağlık bakanlığının aile hekimliğinin ücretlerinde 30 kesinti yürürlüğe koyduğu tepki toplayan kararı tartışmanın boyutları sisteme yöneldi tartışmamız gereken budur aile hekimliği avrupada ülkede uygulanan iyi sistemdir hastaların gideceği yer hastane aile hekimidir oradan gerekirse hastaneye uzman hekimlere sevk yapılır amaç hastanelerde yığılmaları önlemektir hastanın gerekli gereksiz hastanenin uzman doktorlarının kapısını çalmasını önlemektir aile hekimine gider hekim inceler bakar izler tedaviler verir aşan hastanın gerçekten uzmanlara gitmesi gerektiğini gördüklerini havale eder danimarkada okurum sıtkı ergüney gönderdiği notta hollandada sistemin mükemmel işlediğini anlattı türkiyede kurulduğunda iyimser olmuş hastanelerdeki yükün ölçüde azalacağını uzman hekimlerin sayıda hasta ilgilenerek hizmet kalitesinin iyileşeceğini ummuştum asm aile hekimliği sisteminin amacı sistemin amacı kuralları net açıklanmadı insanlar bilgilendirilmedi aile hekimleri giderek maalesef hastaların istediği ilaçları reçete doktorlara dönüştüler şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol kısmen epey ilaç yazma meselesi kronik söz konusu ilaçlarını almak durumunda hastalığı belli aile doktorunun izlediği hastalara ilaç yazması normal karşılanmalı aile hekimliği sistemi sakat doğdu tek ayaklı eksik ktidar hastalara hadi aile hekimine git hastaneye şartını koymadı serbest bıraktı durum hastaların iyi teşhis alacakları muayene olacakları hayali doğrudan hastanelerin yolunu tutmalarına aile hekimliğini güçlendirmek hastanelerde uzmanları bunaltarak iş yapamaz araştırma yapamaz duruma getirdi dakikada hastaya bakılıyor ihtiyacı bilmeden kan tahlili tomografi mr yazıyor müthiş yığılma yaptırabilmesi aylar süren randevularla geri dönüyor politikası bak gördün kapısından içeri giremediğin ünlü hastaneler doktorlar efendin efendisisin politikası oy avcılığı millet satın aldı oy verdi vay hastamı iyileştirmedin diyen manyakların doktorlara saldırma dönemi başladı gereken aile hekimliği sistemini güçlendirmektir aile hekimlerinin sürekli eğitimine özen göstermesi oraları gerçekten bilgi değeri yüksek birimlere dönüştürmektir gerekirse sürekli olmasa gezen uzman hekimlerin belirli zamanlarda aile hekimliğinde çalıştığı sistem yaratmaktır mesela büyükada hastanesinde uzman hekimler bağlı oldukları kartal hastanesinden geçici gelip giderler ktidar aile hekimliği kurumunu güçlendirmiyor onurlandırmıyor hekim değer vermiyor tersine elinde sopa habire dürtüp duruyor sırada kafalarına indiriyor ktidar sağlık bakanlığı devlet üniversite hastanelerini aile hekimliği kurumunu berbat etmek çalışıyor adeta devlet üniversite hastaneleri doktorları aile hekimleri kıskaç kıskaç anlamıyla yarattıkları sistem iktidarları zamanda durumun ülkeye kötülüğünün ciddi yönlerini yazacağım
harbiyeyi kapatın teğmenler atanın silah arkadaşları olacak,mustafa kemalin askerleri yetişecek ktidar gazetesi temizlik istiyor genç teğmenleri cuntacı suçluyor cunta kişi soruyor arkasından teğmenin ilişiğinin kesilmesi isteğiyle disiplin kuruluna sevki yetmez sizleri kesmez dönem mezun teğmenleri kapının önüne koyun ağustos ayında kurs bitiminde namus yeminini öğrencilerin dinleyen alkışlayan komutanların genelkurmay başkanı dahil hepsini disipline sevk etmelisiniz ordu demek cunta demektir iktidar elemanlarına mülakatla öğrenci alıyorsunuz seçtiğiniz tarikat imam hatip bağlantılı vb öğrencilerinizi harp okullarına yerleştiriyorsunuz mustafa kemal lafını edenleri kapı önüne koyuyorsunuz atatürkün harbiyeye giriş yaka nosu 1283tür numara günümüzde harbiyeliye verilmez 13 mart özel kutlanır yoklama yapılırken 1283 okunduğunda öğrenciler çimizde bağırır atatürk orduda motivasyon kaynağıdır harbiyelidir atatürk düşüneceksin planlayacaksın savaşacaksın atatürk ülkeni derinden yürekten seveceksin atanın harbiyeli oluşunun 125 yılıydı geleneksel tören yapıldı 1283 numarası okunduğunda harbiyeliler çimizde bağırdı tören sonunda geleneksel andı içtiler atatürkün ilke inkılapları ışığında mensubu olmaktan gurur duyduğumuz yüce türk milleti canımızı feda etmeye daima hazırız atatürkün ifadesiyle türk milleti çalışkandır türk milleti zekidir türk ulusu güçlüdür türkiye cumhuriyeti sonsuza yaşayacaktır mutlu türküm diyene şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol milli savunma bakanı yaşar güler türkiye yüzyılı hedefleriyle başladığımız cumhuriyetimizin ikinci asrında gazi mustafa kemal atatürkün ilke uygulamaları yol göstericimiz olacaktır öğrencilere önder lider göstereceksiniz saray rejimini sarıklı tarikatçıları menzilcileri ülkesini milletini gerçekten yürekten sevenlerin mustafa kemalin askeri görecektir mustafa kemalin ülkenin savunmasını emanet genç silah arkadaşlarıdır güç alacaklar vatan savunmasını aşkla yapacaklar genç teğmenlerin tören sonrası yemine çıkmak suç görmek yemin edenleri ordudan atmak türk silahlı kuvvetlerine yapılacak hakaretlerden biridir yemin ettikleri silahlı kuvvetlere hakaret etmediler genç teğmenlere suç uyduruluyor prof adem sözüer teğmenlere tsk disiplin kanunu 20 c maddesine ceza vermek hukuken mümkün değildir iktidarın iyi becerdiği işlerden biridir hukuken mümkün suçlar uydurmak yıllardır hapiste tutulan tayfun kahraman arkadaşları osman kavala hukuken uydurulmuş palavra suçların bildiğimiz mahkûmlarıdır ktidar suçun yerde siyasi suç imal etmektedir genç teğmenlere hükümete yönetime başkomutan erdoğana kılıç çektiler demiyorlar cumhurbaşkanı diplomalarını verirken övgüyle söz teğmenlere yahu başkanım kılıç çektiler lafına inanıyor hesabını verecekler konuşunca disipline sevk süreci başlıyor kılıç subayların tören aracıdır kılıçlarını yeminlerinin arkasında durduklarını göstermek çektikleri açık seçik iktidarın korkulu rüyası olmuş vay ha hadi bakalım ver hesabını tarafı orduda kuvvet komutanı tek kadın göremeyiz sınıfın iyisi ebru teğmenin kuvvet komutanlığı genelkurmay başkanlığı hayali bitirilmek isteniyor orduda kadın subaylar cam tavan bulunuyor bilir ebru teğmen cam tavanı delebilecektir
