Başlık,Metin
mamoğlundan yavaştan korkuyorlar,yıllarca afrikadaki ngiliz sömürgelerinden birinde yaşayan ngiliz soylusu ngiltereye kesin dönüş yapmaya karar verdi yıllarca hizmet kölesini özgür bırakacaktı siyahî kölesini çağırdı güzel haberim gülümseyerek siyahî köle ayakuçlarına bakarak sevincini gizlemeyerek ellerini göbeğinin üzerinde kavuşturdu emredin sahip ngiliz soylusu müşfik ses tonuyla devam ngiltereye dönüyorum azat ediyorum özgürsün siyahî kölenin yüzü asıldı sevinmedin sordu ngiliz iyi haber vereceğinizi söylediğinizde sevinmiştim siyahî köle giderken siyah benekli av köpeğinizi bırakacağınızı zannetmiştim gelişmiş ülkelerde yoksul seçmen sayısı refah yaşayan seçmenlerden fazla seçmen çoğunluğu demokrasi hak hukuk adalet kavramlar azıcık aşım kaygısız başım deyimini önceliyor önceleri yaparak kazanan erdoğan dönemlerde rakiplerini sürekli aşağıladığı halkın sıkıntılarını görmezden geldiği yakın çevresiyle şatafat halktan kopuk yaşadığı kaybederken mamoğlu yavaş halka eskiden gösterdiği şefkatten fazlasını gösterdikleri anketlerde erdoğandan önde görünüyorlar şimdilik devletin gücü kullanılarak mamoğlunun engellenmek istenmesinin sebebi gerçek mamoğlu engeli aşıldıktan sıranın yavaşa gelmeyeceğini zannedenler fazla romantik erdoğanı tanımamış erdoğanın talimatlarının gereğini getiren köşe yazarlarını okumuyor halktan özür di lese erdoğan keşke inadı bıraksa faiz sebep enflasyon neticedir tezini uygulattığı ekonomimizi felç yurttaşımızdan üçünü sürünmeye mahkûm kabul edip halktan özür dilese keşke çıkarlarını bilim koyan danışmanlar ekonomi bilimindeki değişimi yenileşmeyi yakından takip gerçek ekonomistlere danışmayı tercih etse keşke tüsi adla kavga etmek bilgi birikimlerinden deneyimlerinden yararlansa zi n delikanlı babasına sitemkâr ses tonuyla sordu politikaya atılmama izin vermiyorsun babası sakin ses tonuyla cevap verdi iyi eğitim gördün hayatını pekâlâ ciddi dürüst yollardan kazanabilirsin sözün özü frank ocean karakterimle tavrımı birbirine karıştırma karakterim olduğumla alâkalıdır tavrım olduğunla
arasındaki zihniyet farkı,toplumların kaderini belirleyen unsurlardan yöneticilerin siyasetçilerin zihniyetidir zihniyet siyasetçi görevlerini icra ettiklerini ülkeye katkı sağladıklarını belirler bağlamda ayrım vardır olmayı istemek ulus ülke yapmayı istemek arasındaki fark milletvekili bakan başbakan cumhurbaşkanı isteyenler makamlar hedef amaçlarına zengin güçlü egemen ulaşabilmek araçtır zihniyet sahipleri unvanın getirdiği prestije güce imtiyazlara odaklanır güç imtiyazı halkın ülkenin sorunlarını çözmek amacıyla kişisel servetlerini arttırmak güç sahibi amacıyla kullanırlar tür kişiler makamlar görev ganimettir craat hizmet ikinci plândadır toplumun refahı adaletin tesisi kalkınmanın sağlanması yalnızca propaganda malzemesi kullanılır ülkeleri n geli şmi şli ği neye bağlidir tarafta isteyenler asıl amaç makamlarını halka ülkeye hizmet kullanmaktır kişiler siyasete kariyer basamağı sorumluluk alanı bakarlar milletvekilliği bakanlık cumhurbaşkanlığı fazla insana faydalı olabilmenin sorunlara çözüm bulabilmenin yollarıdır zihniyetin sahipleri sonuç odaklı çalışırlar popülist ilkeli duruş sergilerler makamı işi haliyle hizmeti önemserler hedefi koltuğa oturmak koltuktan kalktıklarında başardım diyebilmektir toplumlar zihniyeti ödüllendirirse zihniyet iktidar toplum unvana sahip olmayı semboller halk dalkavukluğu üzerinden dini hamasi duyguları istismar siyaset yapanları başarılı görüyorsa göstermelik hizmetlerle yetinir toplum icraata şeffaflığa liyakate değer verirse yapanları baş tacı eder ülkelerin gelişmiş gelişmiş seçmenlerin gelişmiş azgelişmişliklerine bağlıdır demokrasi halkin aynasidir sözümün özü canlarım yöneticilerin halkın zihniyet dönüşümüne ihtiyacı vardır sorgulayan talep bilinçli toplum yalnızca unvan peşinde koşanları gerçekten iş yapanları plâna çıkarır toplumlar gelişmiş ülkelerin aksi gelişmiş ülkelerin halklarıdır canlarım ülkenin geleceğini yöneticilerinin zihniyeti benimsediği belirler isteyenler ülkeyi yavaşlatır halkına yoksulluk bataklığında patinaj çektirirken isteyenler toplumu dönüştürür ülkeyi geliştirir güçlendirir ayrımı gözetmek siyasetçilerin bireyin sorumluluğudur demokrasi halkın aynasıdır
pişmiş aşa su katılır,atalarımızdan demiş pişmiş aşa su katmayın söyleyen atamız deyimi anasından doğarken bilmiyordu bizzat yaşadı bizzat algıladı bizzat gözlemledi denedi hükme deyim sonuca ulaşmış ulaşması kuvvetle muhtemel işe gereksiz müdahalede bulunmanın olumsuz sonuçlar doğuracağını anlatıyor bendeniz terörsüz türkiye girişiminin başladığı günlerde ihtiyatlı iyimser olduğum şerhini düşerek aşın pişmesini bekleyenlerdenim bahçelinin ömrünün deminde halkına hediye etmek istediği kalıcı barışın yöntemi olmalıydı sorulabilir haklı sorudur yaklaşık ay tartışıldı destek verenler gerekçeleriyle birlikte açıkladı desteklerini girişimden ülke millet adına yarar zarar doğacağı kanaatini taşıyanlar pencerelerinden gördüklerini gerekçe göstererek engel olunmasını istediler yemek kıvamında olmasa pişmek tencere ateşten indirilmek konuyu tartışmak yemeğin süre demlenmesi demlenmeden doğrudan masaya servis gerektiği konusunda fikir üretme hakkına sahip pişmiş pişmek yemeğe soğuk su katarak tadını bozmaya hakkımız olmasa beklemeyi tercih ederken süreçle varsa görüşlerimi sizlerle paylaşmaktan yana olanlardanım pişmiş aşa su katmayacağım tevekkel si yaset se tedbi r mustafa kemal atatürkün liderlik özellikleri şunlardı milletine hizmet etme tutkusu milletinin dertlerini dinleme disiplini hatalarını sorgulama sorgulatma cesareti şini sorumluluklarını benimseme hasleti mevcut genel başkanlar arasında özelliklere sahip lider diyebileceğiniz kişi seçim kazanmak lider yetmez baba oğul esad saddam putin aliyev mübarek orban hitler girdikleri seçimi kazanıyorlardı atatürkün temel hasletinden hiçbirisine sahip değillerdi lider tanıdıklarımızın vasat oldukları kanaatindeyim sorumluluk yetki sahibi anayasal kişi kurumların yemeğin yanmak hissettikleri an müdahale etmeleri gerektiğine inanıyorum tevekkel siyaset tedbir atatürk anayasa
akpde değişti,akp genel başkanı medyadaki paralı askerleri mkykda isimler değişince partinin değiştiğini ellerini çırparak samimiyetsiz dille anlatıyorlar akplilere akp propagandası yapıyorlar akpde değişim savunması yalan yalan olmayabilir değişim durumun nesnenin düşüncenin halden hale geçmesidir sığlıktır değişim kısmi geri döndürülebilirdir asıl dönüşümdür dönüşüm nedir dönüşüm derin kapsamlı gelişmiş genellikle kalıcı değişimdir şeyin özünde yapısında işleyişinde köklü değişiklik meydana gelmesidir dönüşüm meselâ tırtılın kelebeğe dönüşmesi kişinin saç rengini kişinin liderinin değişen fikirlerine uyum sağlamak lideriyle birlikte fikrini değiştirmesi dönüşüm olamaz canlarım dönüşüm değişim içerir değişim dönüşüm değildir felsefi anlatımla dönüşüm evrimleşmedir evrim yüzeysel değişim türlerin kalıcı ilerleyici farklılaşmasını sağlayan süreçtir haliyle mkykda isimlerin değiştirilmesi akpde değişime işaret eder genel başkan zihniyetle gelişme dönüşüm değildir akpnin değişime köklü kalıcı ilerlemeci dönüşüme ihtiyacı yoksul mahallede caminin önündeki musallada tabut varmış namazı kıldıracak imam ortalarda yokmuş beklemekten canı sıkılan cemaat başında kavuğu sırtında cübbesiyle oradan geçen bekri mustafayı hoca zannederek namazı kıldırmasını istemiş bekri hoca değilim dese dinlememişler zorla öne geçirmişler bekri namazı kıldırdıktan tabutun örtüsünü açmış ölünün kulağına fısıldamış cemaat ölüye söylediğini merak edip sorunca bekri gülerek cevaplamış gece ahirette dünyanın ahvalini sorarlarsa bekri mustafa imam dersin durumu anlar dedim osman gökçek hulki cevizoğlu akp mkyksında görevlendirildi diyeyim akpnin halini anlayın ülkede yolsuzluk bürokratik hantallık sorunu varsa lideri bakanları bürokratları değiştirmek yetmez eş zamanlı hukuk sistemi yönetim anlayışı şeffaflık ilkeleri değişmelidir sözümün özü akp genel başkanının zihniyetini değiştiremediği sürece mkykyı genel başkanı değiştirse dönüşüm gelişim gerçekleştirmiş olamaz yurt dışı çıkış yasağı konulan tüsi adın lideri haklıdır
kar topu yuvarlanmaya başladı,ktidar medyası tüsi ad k başkanının haklı açıklamalarına kızgın cesaretli onurlu çıkışın tobba teske giderek sivil toplum örgütleriyle yüksek bürokrasiye sirayet edeceğinden korkuyorlar 200 000 kayıtlı firmadan oluşan tobb 500 000 kayıtlı iş yerinden oluşan tesk üyeleri başkanlarını hükümeti eleştirmesi yönünde etkilerse yargı yüksek bürokrasi harekete geçecek endişesiyle tüsi ad k başkanı hakkında soruşturma başlatıldı demokratik hukuk devletinin geleceği tehlikeye girdiğinde yüksek bürokraside oluşacak çığ kişinin avuç kar topunu karlarda yuvarlamaya başlamasının yeterli olacağını biliyorlar nitekim tüsi ad k başkanının haklı yürekli çıkışından stanbul anadolu 8inci asliye hukuk mahkemesi yargıcı hukukun üstünlüğü ilkesini kişinin üstünlüğüne tercih erdoğanın özgür özel aleyhine açtığı tllik tazminat davasını özelin sözlerinin kişilik haklarına saldırı oluşturmadığı gerekçesiyle reddetti sözümün özü canlarım kar topu yuvarlanmaya başladı etrafında dönüşünde büyüyecek büyüyecek sonunda demokrasi çığı haline gelecek iddiam tarih söylüyor başkan âdi l olmayi öğrenmi ş aslan tilki kurt eşek ava çıkmış geyik avlamışlar aslan av arkadaşını geyiğin çevresinde toplamış adaletine güvenirim eşek kardeş demiş geyiği hakça pay et yiyelim eşek geyiği parçaya bölmüş pay aslan kardeşe pay kurt kardeşe pay tilki kardeşe pay kızmış aslan adaletsizliğe pençeyle eşeği yere sermiş kurda çevirmiş bakışlarını geyiği hakça pay et yiyelim kurt kardeş kurt eşek dörde bölünen geyiğin parçasını aslana birer parçayı tilkiyle ayırmış hay adaletine kükreyen aslan pençede kurdu yere sermiş bakışlarını tilkiye çevirmiş göster bakayım adaletini tilki geyiğin tamamını aslanın önüne itmiş ağzına lâyık aslan kardeş tokum deyip ayırmamış aslan tilkinin âdil paylaşımını sevmiş yeri göğü inleten kahkaha attıktan sormuş âdil olmayı nereden öğrendin bakayım tilki yerde yatan eşek kurdun cansız bedenlerini göstermiş bunlardan öğrendim aslan kralım rifat hisarcıklıoğlu 23 yıldır tobb başkanı kalışını cezaevinde tutuklu yargılanmayı bekleyen doğrucu davutların başına gelenlerden öğrendiğini söylüyormuş söz hüsmeni idam edeceklermiş sehpaya çıkarıp sözünü sormuşlar te be ders demiş
erdoğan dinlerse siyasi baskılardan vazgeçebilir,1997 yılı ekonomik krizinde dönemin malezya başbakanı mahathir muhammedin yardımcısı maliye bakanı enver brahim şoförü yardımcısıyla anal ilişkiye girdiği gerekçesiyle 20 hapis cezası istemiyle yargılandı suçu sabit görüldüğü iddiasıyla hapse atılan enver brahim hapis yattıktan tahliye edildi muhalif ittifak cephesinin lideri seçimlere katıldı kamuoyu araştırmalarına mutlaka kazanacaktı yasadışı toplantı kanununa muhalefet etmek yardımcısına zorla ilişki teklif etmek iddiasıyla gözaltına alındı karakolda ağır dayak yediğini can güvenliğinin kalmadığını ileri sürdü dönemin başbakanı erdoğanın ekonomi danışmanı gerekçe göstererek türkiye büyükelçiliğine sığındı süre malezya hükümetinin baskıları elçiliği terk etmek zorunda kaldı güvenlik güçlerine teslim süreçlerde suçlamaları reddeden brahim hükümetin kan davası yürüttüğünü asıl amaçlarının muhtemel başbakanlığını önlemek savundu brahimin eşi azize brahim halkın adalet partisinin genel başkanlığına seçildi seçimlerden başbakan mahathir muhammedin kral sultan beşinci muhammedi ikna sonucu affedilen hapis cezasından serbest bırakılan enver brahim eşi azize smailin parti başkanı seçildi 2022 yılından malezya başbakanı erdoğan togg otomobil hediye ülkesini ziyareti kişisel instagram hesabında ithafen kalbimin tek sahibi şarkısını paylaşan enver brahimin başına gelenleri ağzından dinlerse muhaliflerine yönelik siyasi baskılardan vazgeçebilir lahi erdoğan özdemir erdoğan yaz aylarında rahmetli zeki mürenle iddia atar ortaya yazı beklemedi kışın yoğun yaşanan bugünlerinde çıktı ortaya zeki mürenin belirli güçler şov amaçlı kullanıldığını iddia zeki müren dış güçler emperyalistler kullanılmıştır aklıma değerli dostum türkiyenin kadife sesli kralı ömür gökselden dinlediğim özdemir erdoğan anekdotu geldi özdemir erdoğan büyükada kulüpte hafta sonu sahne almak anlaşır sahneye çıkacağına yakın kulüp kapısına gelir erdoğan çeri girmeden biliyorsunuz der prensip paramı peşin almadan sahneye çıkmam kapıda karşılayan görevliler etme eyleme kasada para derler ikna edemezler dönüyorum deyip sırtını döner yürümeye başlar sırada kulübün yöneticisi gelir hele bekle halledeceğim der gider yöneticiler ceplerinden yakın buldukları konuk üyelerden ucu ucuna parayı denkleştirip erdoğana verirler erdoğan sahneye çıkar şarkısını söylemeye başlar paranın önemi mühim insanlık
trumpın senatör pliniustan farkı,otoriter hukuk tanımaz milliyetçi trump yandan dünyaya barış getireceğim yanda ülkeye ticari savaş açıyor lk başkanlık döneminde yıktığı küreselleşmeyi dirilmemek öldürmek türlü savaşı göze alıyor dün açıklamalarla komşuları kanada meksika güçlü rakibi çini hedef aldı günümüzden 2000 yaşamış romalı senatör yazar plinius secundus döneminin ms yüzyıl trump zihniyetli otoriter milliyetçi politikacılarından biriydi mparatorluk yönetimini hindistan aleyhine kışkırtıyor roma hindistan arasında giderek gelişen ortak ticarete çıkıyordu plinius karşılıklı ticaretin romanın altın gümüş rezervlerini hindistana aktardığına romanın kıymetli madenlerden oluşan servetini tüketip yerli üretimi olumsuz etkilediğine inanıyordu senatöre durum hindistana bağımlılığı arttırıyor topraklardan ithal edilen mücevherler pahalı ipekler güzel kokular çeşit çeşit baharatlar üst sınıfların lüks tüketimini tahrik romalıları disiplinli sade çalışkan halk olmaktan uzaklaştırarak srafa ahlâkî çöküşe sebep oluyordu gerçek şuydu doğudaki güçlü imparatorlukların hepsiyle savaşan roma yönetimi hindistan savaşmayıp ticaret yapmayı tercih nsan kaynakları siyasi iktisadî enerjisini koruyor halklarının hindistan halklarının refah yaşamalarını sağlıyordu roma yönetimi hindistan uyguladığı stratejiyi savaştığı ülkelerle uygulasaydı döneme dünyanın küreselleşme denemesiydi diyebilirim den bedenlenmi ş hali dünyanın güçlü ekonomik siyasî askerî gücüne sahip abdnin başkanı trumpın görüşlerinin kendisinden 2000 yaşamış senatör pliniustan farkı trump sözde savaş karşıtı görünüyor ticari savaşın sonunda silahlı savaşa dönüşeceğini görmüyor biliyor yanına rusyayı alırsa çini silahlı savaşta edeceğini sanıyor yaklaşık 50 yıllık insanlık tarihinde değişen gelişen tek teknoloji nsan karakteri huyu değişmeden aynen devam küreselleşme karşıtı otoriter hukuk düşmanı milliyetçi trump pliniusun yeniden bedenlenmiş hali tavsi şeyin düzeleceğine inanarak dua et düzeltebileceğine inanarak mücadele et şeyin biteceğine inanarak sabret unutma iyi sonuca ulaştıracaktır hz ali
lütfen kendimize gelelim,tüsi ad stk sivil toplum kurumu türkiye ekonomisinin neredeyse dörtte üçüne sahip kurumlar kdv ötv gelir vergilerinin dörtte üçünü ödüyor hracatın üçte ikisini milli gelirin dörtte üçünü üretiyor stihdamın yarısından gerçekleştiriyor demek ekonomi çöktüğünde zararı görecek iş insanlarından oluşan tüsi ad ülke ekonomisinin bulunduğu durumu sonucu doğuran sebepleri net görebilecek bilgiye sahip gelin görün grubun k yüksek stişare kurulu başkanı ekonominin durumu yargının bağımlılığı konularda teşhis tespitlerini yüklendiği sorumluluğun açıkladığı savcılık sorgulanacak mahkeme savcılığın iddianamesini haklı kabul ederse yargılanacak freni patlamış tirı göz bayır aşağı kalabalık grubun üstüne süren şoför gibiyiz lütfen kendimize gelelim sayın erdoğan sayın bahçeli doktora gitse muayene tahlil sonuçlarına bakıldıktan durumun kötü gerekli tedbirleri almaz tedaviyi kabul etmezlerse ölecekleri söylense suç değildir temenni değildir nedir durum tespitidir teşhistir astrolog hilal saraç değerli sayın devlet büyüğümüz hakkında mesleği tahminde bulununca tutuklandı kimseyi suçlamıyor soruyorum kimseye sicilleri bozuk iftira atmıyorum demirören medya grubu yönetim kurulu başkanı yıldırım demirörenin kardeşi tayfun demirören karşılıksız çek borcu taahhüdünü ihlalden tutuklandı hapse konuldu hürriyet posta kanal d cnn türk iktidar destekçisi medya tutukluluğu haber yapmadı mamoğlunun kuşak teyzesinin çocuklarından tutuklansaydı gazeteler haberi manşetten verirlerdi korkmaz yiğit milliyetin sahibi girdiği özel banka ihalesini kazandığı 1997 ihaleye fesat karıştırdığı iddiasıyla tutuklandığında yiğitin gazetesi birinci sayfadan manşet haber verdi neredeeeennnn
sistem kriz yaratıyor,tüsi ad k başkanı ömer aras iktisadî siyasi askerî sosyal konuda hükümeti eleştirdi sistemin çöktüğüne dikkat çekti tüsi ad başkanı orhan turan sanayici kan ağlıyor ithalatın cazibesi artıyor yerli millî sanayinin çökmek hatırlattı sayın başkanlar 2014te cumhurbaşkanlığı seçimi yerel seçim 2015te tane genel seçim 2017de referandum 2018de genel seçim 2019da yerel seçim 2023te genel seçim 2024te yerel seçim kabul ediniz 10 yılda seçim sandığını güçlü ekonomiler kaldıramaz çıkılan ekonomik kriz siyasi zihniyet popülist seçim kazanmaya odaklı sıklıkla seçimler nedeniyle sonraki krizin habercisi tetikçisi si stem deği şmeli başkanların haklı endişelerini gidermek devlet başkanı parlamento yerel seçimler yılda hafta arayla yapılmalı başkan ölür istifa eder düşürülürse seçime yardımcısı devam etmeli mevcut sistem kriz yaratıyor çözemiyor alkişliyorum korku yıldırır endişe tedbir aldırır tarihinin baskıcı döneminde demokrasi tarihimizin güçlü yürütme organını korkmadan endişelerini gizlemeden cesaretle eleştirip uyaran tüsi ad başkanlarını alkışlıyorum 14 şubat dünya genelinde ülkemizde sevgililer günü kutlanacak âşıklar birbirlerine sevgilerini zamankinden güçlü ifade romantik jestler hediyelerle çiçeklerle süslenecek şair fuzuli leylâ mecnun isimli eserinde leylâya aşkını unutması ilâç verileceğini öğrenen kaysa mecnun bakın söyletir aşk derdiyle hoşem el çek ilâcımdan tabîb kılma dermân helâkim zehri dermânındadır sevgililer gününüz kutlu
aldatılmışlığıma yanmıştım,atatürk türk müslümanlarına benzediği benzemediği işler başardı yazık atatürkçü geçinen kimileri dâhiyi bizlere tanıttılar selânikte doğduğu evi gördüğümde çevremdekilerin dikkatini çekecek vaaauvvv haykırmıştım kafamda çizilen atatürk çocukluğu fotoğraflarını hatırlayıp yıllarca aldatıldığıma üzülmüş çim yanmıştı fakirliğe sıradanlığa övgü yapanlara kızmıştım lüks sayılabilecek tür villâda hayata gözlerini açan elit ailenin çocuğunun sıradan halk çocuğu anlatıldığını hatırlayıp kahrolmuş toplumu topluma benzeyen topluma benzemeyen liderler değiştirir tezinin olduğuna inanmıştım köylülüğün acisini çekmek canlarım atatürk sıradan elit ailenin çocuğuydu toplumun geneli ilgisi yoktu osmanlının geneli tarlaya sokağa tahtadan yapılmış kulübede tuvaletini yaparken doğduğu evde tuvalet su tesisatı içerideydi mermer döşeliydi osmanlının geneli kazanda su ısıtıp türk müslümanların günde ayda yıkanırken banyosu termosifonu evde azından günaşırı banyo yapıyordu anlatılmazken tarlada karga kovaladığının okutulması fukaralığının köylülüğünün plâna çıkarılması atatürke haksızlıktı köylü milletin efendisidir deyişi neredeyse 75 yıldır temcit pilâvı önümüze sürülüp durmuyor 22 yıldır milletin iyisini hak edenleri köylülüğün siyasi tercihlerinin acısını çekmiyor steme hakkim olsaydi mucizenin gerçekleşmesini isteme hakkım olsaydı atatürkün dirilip geleceğimizi inşa etmesini isterdim atatürk lider kesinlikle öncelikle yurtta barış dünyada barış ilkesini uygular gelişmiş millet yaratırdı ülkelerle siyasi iktisadî ilişkiler kurar hukukun üstünlüğü ilkesine saygı duyan âdil ülke olurduk çağdaş gelişmiş ülkelerle konuda rekabet edebilir küreselleşmenin nimetlerinden halkımız dünyanın halkları yararlanırdı yazık atatürk geri gelmesi imkânsız mevcutlarla idare edeceğiz aradaki fark dinsiz japonlar depremlerde ölmemek mühendis yetiştirdi türk müslümanları depremde ölenlere sela okumaları imam yetiştirdi
egemenlik milletindir,anayasamızın maddesine egemenlik kayıtsız şartsız milletindir türk milleti egemenliği anayasanın koyduğu esaslara yetkili organları eliyle kullanır egemenlik hakkını surette kişiye zümreye sınıfa bırakamaz egemenlik keyfi kullanılamaz özgürlüklerin haddini sınırını yürütme organı belirleyemez yürütme yurttaşa haddini bildiremez haklar sorumluluklar özgürlüklerin haddi sınırı yürütmenin keyfine hukukun üstünlüğü ilkesine şekillenir ey güzel insanlar demokratik hukuk devletinde halkın iradesi anayasa yasalarla korunur egemenliğin kullanımını hukuk düzenler sınırlarını haddini yürütme iktidar partisi hukuk belirler yürütme iktidar partisi hukuka bağlı kalmak zorundadır egemenlik milletindir hak ekonomistim deyip ekonomiyi çökerten sayın erdoğanın belirlediği sınırlar anayasanın belirlediği sınırlar kullanılır önceli k si ndedi r canlarım egemenlik kayıtsız şartsız milletindir hukukundur hukuk devre dışı bırakılırsa egemenlik millete ait sandıktan çıkan politikacılar egemenliği keyfi sınırsız kullanır otoriter totaliter yapıya dönüşür şte egemenlik hukukun üstünlüğü çerçevesinde kullanılmak şartıyla milletindir egemenlik milletin hukuk ikinci plânda kalırsa sandıktan çıkan irade ülkeyi dilediği yönetir dilediğini hapseder dilediğini affeder dilediği mülkiyete el koyar öncelik hangisindedir sorarsanız öncelik hukukundur patates sandıktan çıkar hukukun yargının denetimi dışında tüketime sunulamaz hukukun yargının ysk onaylamadığı kişi sandıktan çıksa tunusa ihraç edildikten iade edilen patatesler gibidir kiyak olurdu yürütme iktidar partisi sözcüleri yargılanmalarını istemek demokrasiye hukukun üstünlüğü ilkesine kuvvetler ayrılığı prensibine yargı bağımsızlığına insan haklarına deneyime üretime değer veren tüsi adın üyelerine başkanına uyarıları teşekkür etseydi türkiyenin itibarı artardı
efradını cami ağyarını mâni,siyasi iktisadi sosyal görüşlerime uygun bulduğum yaklaşık 30 yıldır liberal demokrat sosyalist sıfatını kullanıyorum konuda makalem 1994 yılı mart ayında günaydın gazetesinde yayımlandı yazımın başlığı aynen şöyleydi adam smith karl marks john maynard keynesi kardeş yapsak yazımda iktisat hocamız ord prof ekrem özelmasın şeyin efradını cami ağyarını mâni özdeyişini kullanmıştım hocamız durumun analizini yaparken benzeyenleri araya toplamamızı benzemeyenleri dışlamamızı tavsiye ederdi yazımda ünlü iktisat kuramcısının üçünün birbirlerine benzeyen yararlı olacak yanları benzer yanlarını alıp benzemeyenleri dışlayarak ekonomik sistem kuralım uygulayalım eminim başarılı olacaktır diyordum makalemde insanlığın uygulanmakta adına neo liberalizm denen vahşi ilkel kapitalizmle yönetilemeyeceğine dikkat çekiyordum yönetilirse sonunda kesinlikle üçüncü dünya savaşı çıkacaktı milyonlar milyarlarca insan ölecekti erken gelecek kıyameti önlemenin yolu insanı hukukun üstünlüğü ilkesini demokrasiyi önceleyen ekonomik modeli uygulamaktan geçiyordu ekonomi k modeli m dmdk hayal gücüm güçlü olduğuna uygulanırsa gerçek olacağına inandığım ekonomi modelimin dmdk temel unsurları şöyleydi serbest piyasa teşvik smith kapitalist üretim sistemi sürdürülecek smith keynes devlet ölçekli eşitsizliklerin ekonomik krizlerin önlenmesi istikrarlı büyümeyi destekleyici rol üstlenecek keynes şçi hakları kollektif mülkiyet unsurları fazla teşvik marx özel sektörün dinamizmini sosyal adalet ilkelerini içeren yapı oluşturabilecekti günlerde alay konusu fazla romantik bulunan ekonomi modelim günümüz dünyasında türkiye hariç gelişmiş ülkelerde savunulur ilkel vahşi liberal kapitalizm diktacı komünist model çöktü neyi savunuyorum canlarım geçmişte tüsi adın yapmadığı umurumda kişiler kurumları geçmişlerine zincirlemenin olduğuna inanıyorum kaldı 45 öncesinin tüsi adı bugünkü tüsi adın arasında isim benzerliğinden benzerlik vesileyle bilinsin gündür savunduğum tüsi ad tüsi ad yüksek stişare kurulu başkanı atatürk ilke inkılâplarına aklı bağlı mütevazı düşünür başkanın ekonomi hukuk demokrasi konusunda haklı uyarıcı konuşmaya destek veriyorum yaşasın demokratik laik sosyal hukuk devleti yaşasın kapsayıcı demokratik ekonomik model
politikacılar fukaralığı bitirmek ister,bizzat yaşayarak öğrendim gelişmiş ülke politikacılarının hemen geni taşıyor hemen seçmenlere politikayı halka hizmet etmek fukaralığı bitirmek amacıyla yapacakları masalını anlatıyor hemen olacak fakir fukaranın hali sorusunun cevabını kendilerinin bildiği yalanını söylüyor fukaraların oylarıyla gelişmiş ülkelerde fukara sayısı fukara sayısının katıdır iktidara gelenlerse hikmetse ktidar olduktan fukaralığı bitiremedikleri arttırıyorlar zenginlerle araya geldiklerindeyse olacak zenginlerimizin hali sorup zengini zengin fukarayı fakir adeta ortak tavır alıyorlar gelişmiş ülkelerde politika yaparak zengin isteyenler fukara eğitimsiz yurttaş sayısının eğitimli müreffeh maddi kültürel yurttaş sayısından fazla olmasını tercih ediyorlar aksi seçilemeyeceklerini biliyorlar cehaleti fakirliği bitirmiyorlar cahil fukara seçmenler vasat cehaletten kamu kaynaklarından beslenenleri seçerek cehaletin iktidarına kendileri insan yığınlarına destek veriyorlar güldür güldür showda izledim adam tanımadığı adama kadına günaydın kolay gelsin özür dilerim sürekli azar işiten itilen kakılan ezilmeye alışkın halk insanı nazik davranan adamı polise şikâyet kibar nazik anlayışlı birinin kötü niyetli olabileceğine inanıyor zarafeti zafiyet algılanan adam şikâyet hapse atılacakken ezilmeye hor görülmeye itilip kakılmaya alışmış insanları kendisinin aşağılaması ezmesi küfredip azarlaması gerektiğini fark basıyor küfrü tahmin kendisinden şikâyetçi olanlar birden yumuşuyor adama sarılıp küfret ez demeye başlıyorlar skeci yazanların gelişmiş ülke halkını gözlemlediklerini çıkaramadım dersiniz
