Başlık,Metin
yanarım yakarım kafası,sayın meral akşener kusura bakmasın dilediği kiralık basın satılmış tv kanalları desin kendinin hüsnü kuruntusu bağımsız medya doğruları söylemeye devam parti lideri dengesiz hareketleri tutarsız sözleriyle geçen irtifa kaybediyor chp söylediği sözler çirkin midesi bulanıyormuş hanımefendinin chpnin jest isteme işleminden bıktım usandım midem bulanıyor meral hanımın midesi psikolojisi bozuk etrafını kırıp döküyor gülücükler dağıtıyor içten birileri gıdıklıyormuş zoraki gülüyor sert öfkeli sinirli kırıcı hafta ankara mamakta seçim ziyaretleri sırasında seçmenle tartışması orta yaşlı kadının güzel kardeştiniz ekrem mamoğlu mansur yavaşı bıraktınız sormasına fena kızıp parti kurduk hadi be azarlaması politik gaftı chp ekrem mamoğlu mansur yavaş karşıtlığının düşmanlığının meral hanıma faydası oylar bölüneceği akp adaylarına faydası olabilir bilir amaç budur yıldır meral akşenerin sinirlerinin zayıfladığı anlaşılıyor siyasetçinin söylememesi gereken lâfları söylüyor seçmeni fena kırıyor nsanları azarlayacaksan çarşı pazar dolaşıp oy istiyorsun oy vereceklerse soru sormaya hakları vardır kızmaca darılmaca seçmene kızan kızar seçmene küsen küser meral akşener seçmen dün velinimet idi hadi be denilen oy vermeseniz vermeyin azarlanan meral akşenerin başlıca hedefinin chpye kaybettirmek net anlaşılıyor partiyi dibe çektiğine kendisinin kaybedecek olmasına önem vermiyor yanarım yakarım politikası izliyor chpye zarar verecek iktidarın kazanmasını sağlayacak partisi batma noktasına gelecek düşünmüyor ülkeye yazık profesör doktor kuralın görkemli müzik şöleni insan uluslararası ödüllere sahip tıp doktoru profesyonel şarkıcılara taş çıkartacak iyi türk musikisi sanatçısı olabilir özellikleri şahsında toplayan prof dr ali rıza kural önceki gece maslaktaki ti m show center ilginç konser verdi dünya endoürolojisini kesi yapmadan santimlik küçük delik açılıp vücut içine girilerek ameliyatları uygulayan hekimlere verilen ömür boyu onursal üyelik ödülü sahibi prof dr ali rıza kural hekimlik giysisini çıkartıp solist kimliğiyle sahneye çıktı ti m show centerın 1900 koltuklu ana salonundaki yerler dolmuştu profesör kural stanbul senfoni orkestrası türk müziği sazlarının eşliğinde musikimizin seçkin eserlerinden örnekler vererek birbirinden güzel şarkılar söyledi toplam 20 şarkı anları görmeyenlere salondaki atmosferi anlatmak zor salonu dolduran müzikseverler konser sonunda sanatçıyı ayakta alkışladı tıp fakültesindeki eğitimi sırasında konservatuarı bitirip doktor müzisyen ali rıza kural kısa süre kaybettiğimiz prof dr nevzat atlığ dev musiki üstadından eğitim almıştı konserin geliri ülke eğitimine destek acıbadem üniversitesi öğrenci eğitim merkezine aktarıldı günün sözü başarı akıl çaba ister kalıcı başarı tesadüf değildir
şşpden kurtulmalıyız,yukarıdaki başlığı görüp nedir şşp dediğinizi duyar gibiyim harflerin açılımı şaşırmış yöneticiler şaşkın ekonomi perişan vatandaş satırların harfleri şşp acıklı yaşamımızın şifresi şşpden kurtulmadan ulusça halimizin düzelmesi mümkün görünmüyor maliye bakanı mehmet şimşek bol bol konuşuyor sanırım boş konuşuyor ktidarın ağzından düşmeyen tek kelime sabır sabır iyi millet yıllardır sabrediyor sonu hüsran hukuku hiçe sayan birlik beraberlik toplumsal zıtlaşmayı körükleyen yönetimin ekonomiyi düzeltmesi piyangoda ikramiyenin çıkması zayıf ihtimaldir duruma yılda geldik işe yaramayan mevcut sistemin değişmesi gerekiyor seçim umuttur fırsattır kurtulma şansıdır önümüze çıkan fırsatları kaçırmakta üstümüze 31 mart seçimleri ulusumuz sınav olacak toplum uyanmak zorundayız muhalefet birbiriyle kavga etmeyi bırakıp yerel seçimlere odaklanmalı insanlarımız partizanlığı bırakıp oylarını aklın süzgecinden geçirerek kullanmalı aksi tren kaçar 31 marttan sonraki halimiz bugünkünden kötü olabilir ktidarın 2028 yılının mayıs ayına ay seçim derdi oy kaygısı olmayacak enflasyonun fiyatların vergilerin frenleri patlayınca bütçelerimizde derin yaralar açılabilir iktidara mutlaka sarı kart gösterilmelidir aksi devletin tibardan tasarruf savurganlıklar artarak devam eder halk acı reçeteler hazırlanıp vergiler icat edilerek fedakârlık vatandaştan istenir meral hanımın şaşırtıcı zikzakları hz ömer meral akşener chpyi yıkıp akpyi kazandırmaya çalışıyor ekrem mamoğlundan almak istediği intikam duygusunun payı kinci slâm halifesi hazreti ömere demişler falanca kişi tuzak hazırlıyor kötülük hazreti ömer hayret demiş iyilik yapmadım chpnin başına hesap sağduyulu parti seçmeninin 31 martta partisinin kuklası olmayacağı görüşündeyim tutarsız politikalar izleyen partinin seçimlerde gerileyeceği kesin görünüyor partiden kopacak oyların kısmı chpye kısmı mhpye gider düşünüyorum partililerin akpye oy vereceklerini sanmam genel seçimler öncesi oy merale oy kemale diyen meral hanımın ilginç dönüşü chpye nefrete varan kinin sebebi nedir bilemiyorum çark ediş hanımefendinin bilinçaltında rahatsız duygu düşüncelerin ortaya çıkması izah edilebilir çalışmak kadın akşam vakti işten dönen kocasına doktora gittim konuşmaya başlar doktora gittin yice muayene ettikten dilime bakınca çalışmaktan hale geldiğimi söyledi adam bilmiş gördün karıcığım der fazla konuşma dilin dinlensin demiyor muydum günün sözü bildiğini sanmak küçük kibirli insanların zaafıdır
hakikati haykırın sözü unutuldu,cumhurbaşkanı akp genel başkanı erdoğanın mitinglerde söylediği sözler iyi güzel uygulamalar hatırlayacaksınız süre düzenlediği zmir mitinginde erdoğan aksi yönde duruşumuzu görürseniz çekinmeyin yüzümüze hakikati haykırın haykırın hatamızı görüp düzeltelim demişti önceki cumhurbaşkanı erdoğanın konyada mitingi ülkemizde dertsiz insan derdini söylemeyen derman bulamaz diyen staj çıraklık sigortası mağdurları cumhurbaşkanının hakikati haykırın sözlerini hatırlayarak konyadaki mitinge gittiler grubun kısmı içeri girebildi kalabalık kısmı polis barajını aşamayıp dışarıda kaldı güvenlik güçleri sertti ortam gerildi engelleri aşıp mitinge katılmayı başaran gruptakiler dertlerini cumhurbaşkanının yüzüne söylemek müjde söz almak istediler gençlerden oluşan grup mitingin hararetli anında sesleri bastırıp çırağa müjde sloganlar atmaya başlayınca hava gerginleşti kürsüdeki cumhurbaşkanı erdoğan sloganlara kızarak çırağa müjde müjde kalfaya ustaya tür adımlar adımlardır sinirli sesle payladı sayın erdoğanın zmirde söylediği hoşgörülü sözler hemen unutuldu olay bununla bitmedi staj çıraklık sigortası mağdurları federasyonu sosyal medya hesabından paylaşımda mitinge girmeye çalışan üyelerinin güvenlik kuvvetleri gözaltına alındıklarını açıkladı sosyal medyadaki açıklamada konya derneği yönetici üyelerimiz miting alanına gittiler kapıda güvenlik uygulamasında alana girişlerine izin verilmedi dernek başkanımız arkadaşlarımız gözaltına alındılar ifadelerine yer verildi federasyonun konya derneği mensupları gözaltına alınan üyelerinin sayısının yaklaşık 50 kişi belirtti gözaltına alınanlar hakkında işlem yapılacak soruşturma açılacak bilmiyoruz türkiyede cumhurbaşkanına hakaret iddiasıyla açılan davalarda 16 753 kişinin yargılandığını hatırlatalım seçim vatandaşın yaşam tercihidir ankarada ilginç seçim yarışı dikkatle ibretle izliyorum sandık başına gitmeye kaldı 12 kısa süre kala seçim heyecanının arttığı görülüyor ankara büyükşehir belediye başkan adayı şimdiki başkan mansur yavaş sevgili ankaralılar rakibimin mal varlığını açıklaması iyi konuda yorum yapmayacağım apaçık meydanda karar sizlerin işinin şeffaf belirten mansur yavaş kendisinin eşinin mal varlığını herkesten açıklamıştı mansur yavaş şeffaflık hesap verilebilirlik planda görünüyor varlığını işleri açık kitap vatandaşın önüne seren mansur yavaş seçmene buradayım hesap vermeye amadeyim kapalı siyaset ülkenin geleceğine gölge düşürür kamuoyu akp adayı turgut altınokun gayrimenkullerini açıklamasını yeterli bulmuyor banka hesaplarını nakit varlığını arabalarını ziynet eşyalarını açıklamasını bekliyor seçim yaşam tercihidir halk yalnız ankarada türkiyede aydınlık istiyor gizemli karanlıklar mesele nihai karar seçmenin toplum kaderini tayin eder günün sözü tabağına doğradıysan kaşığına çıkar
açıklıyorum oyum mamoğluna,seçimlere kaldı açık açık söylüyorum stanbullu oyumu ekrem mamoğluna vereceğim haksızlığa adaletsizliğe isyan ettiğim mamoğlu stanbulda yapayalnız bırakıldı tek başına amansız mücadele veriyor yiğitçe çabaya saygı duyulur karşısında kimler say say bitmez yıkıp stanbulu kazanmak isteyenlerin başında devletin gücünü elinde toplayan cumhurbaşkanı erdoğan yetkilerle donatılmış 17 bakan adil seçim güvenlik kuvvetlerinin bağlı çişleri bakanı adalet dağıtması gerekirken unutup mamoğluna hücum adalet bakanı enflasyonla mücadele icap ederken mamoğlu mücadele etmeyi tercih maliye bakanı çiftçilerin sorunlarına çözüm getiremeyip murat kurumun oy sorunlarını çözmeye çalışan tarım bakanı halk sağlık sorunlarıyla perişan olurken murat kuruma oy istemek koşuşturan sağlık bakanı murat kurumun takımında forvet görevini üstlenerek mamoğluna gol atmaya çalışan spor bakanı saymakla bitmiyor ktidarın 17 bakanı stanbulda mamoğlunun karşısına dikilmiş devirmeye çalışıyor yalnız iktidar kanadı başta meral akşenerin partisi muhalefet partileri mamoğluna saldırıyor muharrem nce ali babacan ahmet davutoğlu ümit özdağ dem partisi hedeflerinde chp mamoğlu partilerin seçim kazanma ihtimali amaçları mamoğlunu yıkıp stanbulu akp adayı murat kuruma kazandırmak mamoğlu mücadele sanırım yeryüzünde şimdiye böylesine dengesiz böylesine haksızlıklarla dolu acayip seçim görülmemiştir ekrem mamoğlunun topunuz gelin olacak sözleri yalnız iktidara partilere yönelik meydan okumadır mamoğlu tepkisinde haksız değildir cumhurbaşkanı 17 bakan parti liderlerinin kişiyi hedef alıp dövmeye çalışmasının halk arasında rahatsızlık yarattığını görmemek mümkün seçim günü sandıkta kullanılacak tepki oyları ekrem mamoğluna yarayabilir kafama takılan soru açıkça taraf tutan bakanlarla güven sağlıklı seçim yapılabilir mehmet şimşeke yakışmadı maliye bakanı mehmet şimşekin görevi nedir enflasyonla mücadele edip ekonomiyi düze çıkartmak saldım çayıra mevlam kayıra misali yana bırakıp iktidarın stanbul adayı murat kuruma oy istiyor doğrusu yakışmadı para toplayamayan mehmet şimşekin oy toplamaya çalışması tuhaf ülkede ekonomik göstergeler iç açıcı birleşik kamu ş konfederasyonunun kamu ar birimine mart ayında açlık sınırı 20 lirayı aştı yoksulluk sınırı 57 280 lira ey mamoğlunu devirmeye çalışan siyasetçiler ülkede milyonlarca aç milyonlarca yoksul varken parça düşünmüyorsunuz tebessüm adalet dediğin ormanda tavşanın deli koştuğunu gören maymun sormuş kaçıyorsun tavşan kardeş tavşan cevap vermiş ktidar güvenlik güçlerine emretmiş filleri topluyorlarmış yahu fil olmadığını bilmiyor musun biliyorum yakaladıkları içeri tıkıyorlarmış fil olmadığını anlatana geçiyormuş günün sözü vakti fikirden düşünceden kuvvetlisi yoktur
mamoğlu kaybederse vay stanbulun haline,çılgın proje kanal stanbul türkiye yüzyılı vizyonunun gerçekleşmesine katkı sağlayacak cumhuriyetimizin referans projeleri arasında yer alacak diyorlardı hayaldi akp stanbul adayı murat kurumun konuda sesi soluğu çıkmıyor mahcubiyetinden herhalde murat kurum kanal stanbul lafı açılınca öcü görmüş rengi ruhsarı soluyor biliyor çılgın proje stanbul halkının tepesini attırdı kanal stanbulu savunmak oy kaybına sebep olacak bilim adamları kanal stanbul projesi gerçekleşirse çevrede yaratacağı korkunç zararları anlata anlata bitiremiyor murat kurum konudaki soruları stanbulun gündeminde gündemimde geçiştirmeye çalışıyor seçimi akp kazanırsa çılgın proje derhal gündeme gelecek karşılarında engel olacak güç kalmayacak ekrem mamoğlu göreve geldiği günden çılgın projeye çıkıp stanbulu mahvetmelerine izin vermeyeceğiz dediğini mamoğlu seçimi kaybederse vay stanbulun haline stanbul halkını kızdırmamak kaçamak cevaplar veren murat kurum çevre şehircilik bakanı iken kanal stanbul devlet millet projesidir kanal stanbulu yapacağız zamankinden inanıyoruz kanal stanbulu stanbulumuza türkiyemize kazandıracağız stanbulun marka değerine marka katacağız diyordu nisan 2021 murat bey oy kaygısıyla tersini söylüyor bilim adamları kanal stanbul açıdan önlenemeyecek tahribata sebep olacaktır nokrada birleşiyor stanbula verilecek zararlar iktidarın umurunda çevre felaketine yol açacak kanal stanbul projesi kentin bağrına saplanmış hançer olacak söylemiyorum bilim adamları söylüyor iktidara seslenerek stanbula kıymayın diyorlar milletin aklıyla alay etmeyin akp stanbul adayı murat kurumu gazeteci cüneyt özdemirin youtube yayınında dinlerken şaşırmadım demem yalan kanal stanbul gündemimizde stanbulun öncelikleri öncelik hareket edeceğiz diyen murat kuruma özdemir soruyor stanbul büyükşehir belediye başkanı seçildiniz sayın erdoğan kanal stanbulu yapalım derse önceliklerimiz deyip direnir misiniz murat kurumun cevabı cesurca derim demeyeyim sayın cumhurbaşkanımız düşünen cevaba helal yiğit kurum velinimeti erdoğan istese kanal stanbulu yapmazmış nandınız lafa şahsen inanmadım nanan sanmıyorum çevre şehircilik bakanı iken kanal stanbulun imar planlarını hazırlayıp onaylayanın murat kurum belirtelim çelişki dönüş milletin aklıyla alay etme kurum bey tebessüm göz doktorunda gözleri bozulan temel muayene hastaneye gider göz doktoru iskemleye oturtup duvardaki ışıklı tabloyu göstererek şuradaki harfleri büyükten küçüğe sırasıyla okur musun der temel gözlerini kırpıştırarak doktora bakar oku doktorcuğum der gözlerim bozuk günün sözü aldatırım diyen herkesten aldanır
turgut bey,ktidarın ankara büyükşehir adayı turgut altınok belediye başkanı olduğumdan malım azaldı azalmış mal varlığını açıkladı azalmışı görkemli toplam 119 gayrimenkulü arsasının büyüklüğü 943 metrekare avrupa ülkesi lüksemburgun yüzölçümümün yaklaşık katı monaco prensliğinin buçuk katı doğrusu akılları durduran dudak uçuklatan gayrimenkul zenginliği şaşırmayan kimseye rastlamadım chp genel başkanı özgür özele allah allah dedirtti zenginlik turgut altınok kendinden şüphe etsin etmesin mallar ana sütü ak helal helali hoş gözümüz diyeceklerimiz listede arsalar tarlalar evler binalar benzin istasyonu bulunuyor açıklanması kafalardaki soru işaretlerini silmedi mal varlığı açıklamasında banka hesapları otomobiller kıymetli eşyalar mücevherler yarım açıklama kamuoyu turgut altınokun mal varlığının tamamını öğrenmek istiyor turgut bey ankara türkiyenin kalbi kentin büyükşehir belediye başkanlığına soyundu vatandaştan oy istiyor şeffaf olmasını istemek seçmenin doğal hakkı emlak kralısın banka hesabın araban akp ankara büyükşehir belediye başkan adayı turgut beyin açıklamasında 67 daire 22 arsa 23 tarla kagir ev kagir bina benzin istasyonu bostan bağ yer aldı toplam 119 gayrimenkul altınok çoğunun anne babasından miras kaldığını belirtti merak edilen kafalarda soru işareti yaratan rekor düzeyde gayrimenkul sahibi turgut altınokun bankada parası kendisinin eşinin nakit varlığı sıfır kendisinin eşinin çocuklarının otomobili ailenin altını mücevheri ziynet eşyası koluna pahalı marka kol saati takmıyor eşinin değerli ziynet eşyaları altın pırlanta kolyeleri turgut altınokun açıkladığı mal varlığında bulunmuyor bilir maldan saymıyordur günümüzde gariban emeklinin banka hesabı varken milyarlık gayrimenkulün sahibi turgut beyin bankalarda hesabı yarım şeffaflık şeffaflık lazım mal mülk allahın emanetçisiyim diyen turgut altınokun kamuoyunun baskısına dayanamayarak eksik mal varlığını açıklaması yoktan iyi açıklamanın yarım kalmaması listeye banka hesaplarını otomobillerini eklemesi gerekiyor nakit parası arabası bulunmuyorsa kamuoyuna açıklaması lazım parası olmaması banka hesabı bulunmaması mümkün düşünüyorum turgut bey vatandaşın güvenini kazanmak istiyorsa halka hesap verebilir olmalı şeffaflıktan kaçınmamalı ankara kulislerinde altınok mal varlığının yarısını açıklamadı yarım şeffaf yorumlar yapılıyor siyasi çevreleri iyi bilen deneyimli gazetecilerden yavuz selim demirağ dün szc tvdeki sabah programında turgut beyin mal varlığı açıkladığının mislidir düşünüyorum yarım şeffaflık yeterli sayın altınok şeffaf olmalı günün sözü mal sahibi mülk sahibi sahibi
duy inanma,yerde erdoğan stanbul ankara zmirden adana malatya zonguldaka illerin belediye başkan adayı tek başına cumhurbaşkanı erdoğan tek adam rejiminin doğal sonucu illerde seçmene muhatap 70 yaşında meydanlarda gerçekten enerji zmirde malatyada elazığda zonguldakta ilde yerde akp büyükşehir belediye başkan adayları oy istiyor stanbulda murat kurumu ankarada turgut altınoku kazandırmak chp adayları ekrem mamoğlu mansur yavaşı dilinden düşürmüyor cumhurbaşkanı erdoğan 31 mart seçimleri final yasanın verdiği yetkiyle seçimler seçimim seçmenin duygularına hitap 31 mart gerçekten erdoğanın seçimi hesabıma inanmam bildiğim erdoğan siyaseti kesinlikle bırakmaz mevcut yasalara yeniden aday olamıyor mecliste parmaklar kaldırılınca anayasa dahil yasa değiştirilebilir önünde engel kalmaz konuda ciddi işaretler akp mhp anayasa üzerinde çalışıyor anayasada kişinin seçilme şartı kaldırılabilir meclis erken seçim kararı aldığı taktirde erdoğan 3üncü 4üncü aday olabilir erdoğanın demesi geçtiğimiz yıllarda milletten oy istiyoruz dediğini hatırlatalım sözün özü seçmen bıraktırmadıkça erdoğan siyaseti bırakmaz aday olmanın yolu anayasa değişse değişmese erdoğanın yeniden aday olma şansı bitmiş 3üncü fiilen 4üncü cumhurbaşkanı adayı olabilir adalet bakanı yılmaz tunç mecliste 5te çoğunlukla seçimlerin yenilenmesi erken seçim kararı alınırsa sayın erdoğana 3üncü dönem adaylık yolu açılır eski adalet bakanı bekir bozdağ erdoğanın aday olabilmesinin yolunu gösterdi anayasaya fazla cumhurbaşkanı seçilebilir anayasaya türkiye millet meclisi seçimlerin yenilenmesine erken seçime karar verilmesi halinde erdoğanın üçüncü aday anayasal hakkıdır yarınlar getirir bilinmez eski adalet bakanlarının sözlerinden anlaşılan erdoğan mecliste 5te çoğunluğu bulursa 3üncü gerçekte 4üncü cumhurbaşkanı adayı olacak kesin seçimim ifadesi duygusal seçim propagandası amacına yönelik sözlerdir ah menfaatler yumağı eski başbakan tansu çiller amansız akp destekçisi şin içine birtakım menfaatler girince akan sular duruyor stanbul seçimlerinde akp adayı murat kurumu destekleyen tansu çiller ekrem mamoğluna mamoğlu tansu çillerin olmasını imar rantına bağlıyor meselenin aslı şöyleymiş murat kurum çevre şehircilik bakanı dönemde çiller ailesinin sarıyer ilçesinde si t alanı arazisine imar izni çıkartmış çiller ailesi arazide yapılacak sayıda lüks villa yüzlerce lira kazanmaya hazırlanırken mamoğlu ballı böreğin limon sıkmış yargıya başvuran ekrem mamoğlu eski başbakan tansu çiller si t alanında değişikliği mahkeme kararıyla iptal ettirmiş villaların yapımı suya düşmüş hanımefendi arazisine imar izni sağlamak akp adayı murat kurumu hararetle destekliyormuş seçimi murat kurum kazanırsa çillerlere yeniden piyango çıkmış olacak ülkemizde siyaset menfaatler yumağı gibidir günün sözü menfaat hırsı dünyayı acımasız yapar
52 yıllık arkadaşım ertuğrul akbay,mart yüreğimizi sızlatan günlerden sevgili ertuğrul akbayı kaybetmiştik dün kaybetmiş gibiyiz anıları öylesine taze öylesine sıcak sesi kulaklarımda çınlıyor hızlı kanat takmış uçup gidiyor 52 yıllık arkadaşımı sonsuzluğa uğurladığımız günden yana 1825 geçti ölmek hayatın bitişidir hayatın bitişi ölmek değildir ertuğrul akbay aramızdan ayrıldığı andan yana anılarımızda yaşıyor dostluğu sevgi dolu varlığı enerjik kişiliğiyle yanımızda ölümünün 5inci yılı zincirlikuyudaki mezarı başında dualarla anacağız ertuğrul akbay uzun süre birlikte çalıştığım arkadaşım dostum meslektaşımdı 1967 yılında tanışmıştık ölüm günü mart 2019a 52 boyunca birbirimize destek olduk sanırım dostluk rekorudur benzerine rastlanır ertuğrul akbay sıra dışı yaratıcı olağanüstü çalışkan müthiş gazeteciydi yabancı dil biliyordu cesurdu atılgan girişkendi kafasına koyduğu işi başarmadan bırakmazdı tuttuğunu koparan gazetecilerdendi yarım yüzyılı aşan meslek hayatında olay yaratan sayısız röportajlara olağanüstü haber fotoğraflara imza attı gazeteciliğin alanında çalıştı patron röportaj yazarlığı muhabirlik sevdiği işti dünyada ayak basmadığı kıta gezip görmediği ülke kalmamıştı yeryüzündeki kıtayı asya avrupa afrika kuzey amerika güney amerika avustralya antarktika 177 ülkeyi dolaşan kişi vardır sanıyorum varsa sayısı azdır meslek hayatım boyunca dünyayı gezen gazeteciyim gördüğüm ülkelerin sayısı ertuğrulun gezip gördüklerinden azdır ruhu şad ertuğrul akbayın olay yaratan haber röportajları ertuğrul akbay meslek hayatı boyunca türkiyede dünyada adım adım dolaşarak olay yaratan yazı dizileri hazırladı bunlardan 1968 yılında afrikaya gidip kongoda yaşayan dünyanın kısa boylu insanları cüce pigmeler hakkında hazırladığı fotoğraflı yazı dizisi günaydın gazetesinde yayınlandı gazeteye tiraj kazandırdı çeşitli yıllarda amerika sovyetler birliği liderleriyle röportajlar yapmayı başardı dünyanın ünlü silah tüccarı suudi arabistanlı adnan kaşıkçı diyalog kurup hakkındaki taze haberleri duyurdu 1975 yılında hindistana gidip hint fakirleri arasında aylarca yaşayarak hazırladığı yazı dizisi ülkemizde olay yarattı 1976da kafkasyaya giderek 100 yaşını aşan dünyanın uzun ömürlü insanları dağlıların uzun yaşam sırlarını araştırdı yazdı 1981de abd başkanı ronald reagan tanıştı türkiyeye yolladığı mesajlarını türk halkına duyurdu 1982de yurt dışına kaçan banker kastelliyi nterpol polisi ararken kuzey afrikada saklandığı yerde ertuğrul akbay buldu fotoğraflı haber alain delon jean paul belmando claudia cardinale gina lollobrigida sophia loren brooke shields dünya sinemasının ünlü yıldızlarıyla dostluk kurdu röportajlar cumhurbaşkanı turgut özalın amerikada baypas ameliyatı haberini herkesten vererek türk basınını atlatan gazeteci ertuğrul akbayın hayatı kalın kitap olacak ilginç olaylarla doludur nur yatsın mekânı cennet günün sözü neylersin ölüm başında uyudun uyanmadın olacak kimbilir yaşında cahit sıtkı tarancı
kör kuyularda merdivensiz kaldık,alarm zilleri güçlü çalmaya başladı ey yetkililer ey halkım duyun türkiye statistik kurumunun açıkladığı tıraşlanmış enflasyon 67 07 ekonomimizin hızla baş aşağıya gittiğini gösteriyor bağımsız kuruluş enagın açıkladığı yıllık enflasyon rakamı 121 98 gerçekçi boş lâflarla vaatlerle atıp tutmakla enflasyon düşmüyor ülkemizde tablonun yaşandığını hatırlamıyorum yaşadığımız zorlu günler geçen hafta türk musikisi konseri veren prof dr ali rıza kuralın söylediği kürdilîhicazkâr şarkıyı hatırlattı tesadüfün kadarı zor şarkıdaki kör kuyularda merdivensiz bıraktın sözleri toplum yaşadığımız hali anlatıyor ekonomide kör kuyuya düştüğümüz üstelik merdivensiz bırakılmışız ünlü şarkının sözlerinin rahmetli şairimiz ümit yaşar oğuzcana ait belirteyim 1926 1984 umutlar bağladığımız mehmet şimşek kör kuyudan çıkaracağa benzemiyor para maliye politikaları piyasaları yangın döndürürken gıda enerji akaryakıta peş peşe zamlar hayat pahalılığını dayanılmaz hale getirdi dolar euro kurları ateşlenmiş füze yükseliyor dün amerikan doları 32 euro 35 liraya yaklaştı ngiliz sterlini 40 lirayı aştı paramızın değeri küçüldükçe ulus sürekli fakirleşiyoruz nas faiz sebep enflasyon sonuç söylemlerinden devam politikalar ekonomimizi çıkmaza soktu maliye bakanı mehmet şimşek mali sığlığı düzeltiyoruz enflasyonu düşürecek fiyat istikrarını sağlayacağız inanmamaya başladım ana iyiye giden seçimden durum zorlaşacak kemerler fazla sıkılacak bakın görün halkın çilesini milletin feryatlarına önem veren olmayacak 31 marttan 2028 yılının mayıs ayına seçim kötü gidişatı durdurmanın çaresi yönetim tarzının değişmesi gerekiyor seçimde treni kaçırıyoruz sonraki tren 2028de gelecek çetin paşaya geçmiş hapisteki emekli generallerin dramını sık sık dile getiriyorum cezaevlerindeki hücrelerinde âdeta ölüme terk edildiler hepsinin hastalığı kalp tansiyon karaciğer böbrek diyabet safra kesesi bel fıtığı kocamışlık hali vs cezaevi şartlarında yaşamaları mümkün durum adli tıp kurumunun verdiği raporlarla sabit dosyaları aylardır bekletiliyor önceki 84 yaşındaki emekli orgeneral çetin doğanın tansiyonu tehlikeli yükselince derhal hastaneye kaldırıldı çetin paşanın avukatı hüseyin ersöz sosyal medyadan açıklamayı müvekkilimiz çetin doğan zmir f tipi kapalı cezaevinde tansiyon değerlerinin yükselmesi ege üniversitesi hastanesine kaldırıldı tetkikler sonrası gerçekleşen ameliyatla çetin doğanın safra kesesi alındı müvekkilimizin sağlık durumunun iyi bilgisi alınmakla birlikte yaşına bağlı sürekli sağlık sorunlarından hastanede müşahede altında tutulmaya devam çetin doğana eşi nilgül doğan refakat adli tıp kurumunun kocamışlık sürekli hastalık raporu düzenlediği çetin doğanın dosyası 2023 yılı nisan ayından bugüne cumhurbaşkanının önünde bulunuyor günün sözü yaşamın anlamını kaybetmek hayatı kaybetmekten acıdır
meral hanıma gitme kal diyorlar,meral akşener 27 nisandaki olağanüstü kurultayda aday olmayacağını açıkladıktan başlayan tartışmalar devam mhp lideri devlet bahçeli birlik partisi genel başkanı mustafa destici gitme partinin başında kal diyenlere katıldı genel başkan meral akşenerin kararından vaz geçmesini hararetli istiyor akpden düşüncede olanlar cumhur ttifakı meral akşenerin partinin başında kalmasını istiyor ktidar ortakları meral hanımı seviyor meral akşener halkın gözünde bitti genel başkanlıktan ayrılması kurtuluş ktidar grubunun akşenere böylesine sahip çıkması siyasi çevrelerde görüşleri yoğunlaştırdı cumhur ttifakı truva atını kaybetmek istemiyor meral hanım devlet bahçeli hâlâ milletin istediğini anlamadı partinin genel başkanla toparlanması mhpyi zor duruma düşüreceği endişesi yaratıyor meral akşener hür müstakil seçimlere gireceğiz derken chpyi yıkacağını stanbul ankara türkiyenin kalbi sayılan kentleri akpye kazandıracağını umuyordu sonuçlar akşeneri yıktı kötü liderlik sergileyen meral hanım chplilere midemi bulandırıyorlar hakaret edip iş birliği önerilerini reddederek tarihi fırsat kaçırdı ş birliği devam etseydi zafer kazanmış olacaktı akpye hizmet etmeyi tercih meral akşener iktidar arasında bilinmeyen anlaşma iddia bahçelinin gitme partinin başında kal demesi düşünceyi güçlendiriyor akp anayasayı değiştirmek istiyor meclisteki sandalye sayısı yetmiyor ktidarın anayasayı istediği şekle sokması meral akşenerin desteğine ihtiyacı özetle söylemek gerekirse görüşlerin gerçekçi yabana atılacak meral akşener fahiş hatalarla siyasi itibarını kaybetmiş durumda partinin 10dan 77ye düşen oyları net gösteriyor merak edilen soru liderlik koltuğu tatlıdır meral hanım kararından dönüp yeniden başkanlığa aday ihtimal akşener anda destekleyenlerin ısrarlarını kıramadım aday şaşırmamak gerekir kazanır şte zor dostum zor anayasa taslağı şüpheli niyet beyanı bayram tatili bitti yarından anayasa turları doğrusu zorlamaları başlıyor meclis başkanı numan kurtulmuş mecliste grubu bulunan siyasi partilerin kapısını çalarak anayasa niyet beyanı ortaya koyacak niyet beyanı iyiymiş gösterilecek iyi olacağı şüpheli sakıncalı denilebilir düşünün kere ülkenin rejimi bizzat iktidar tahrip edilmeye çalışılırken demokrasi hukuk dışı uygulamalar birbiriyle yarış ederken âdil anayasa yapılacağına inanır ktidar mevcut anayasadan hoşlanmıyor değiştirmek istiyor laik cumhuriyeti atatürk devrimlerini demokrasiyi güvence altına alan anayasanın maddesindeki değiştirilmesi teklif edilemeyecek bağlayıcı hükümler ülkeyi yönetenleri rahatsız ktidarın hoşgörü baktığı tarikat liderinin televizyonda birinci türkiye cumhuriyeti bulmuştur birinci osmanlı cumhuriyeti kurulması zamanıdır şeklindeki zırvaları çevrelerin anayasa hakkındaki tehlikeli niyetlerini açıkça ifade günün sözü yüksekten uçarsan düştüğün vakit incinirsin
